Marker1	Marker2	Correlation	Lower	Upper	t-statistic
LINC00294	LINC00377	-0.044585	-0.318979	0.236705	-0.309204
LINC00294	LINC00379	-0.007563	-0.285315	0.271361	-0.052399
LINC00294	LINC00380	0.089617	-0.193564	0.359014	0.623395
LINC00294	LINC00381	-0.305954	-0.538451	-0.030171	-2.226481
LINC00294	LINC00382	0.395797	0.131985	0.607248	2.986003
LINC00294	LINC00383	-0.014132	-0.291338	0.265264	-0.097916
LINC00294	LINC00384	-0.170131	-0.428205	0.113602	-1.196137
LINC00294	LINC00385	0.276075	-0.002467	0.514863	1.990047
LINC00294	LINC00388	0.545358	0.314792	0.715150	4.507684
LINC00294	LINC00390	-0.147634	-0.409172	0.136320	-1.034172
LINC00294	LINC00391	-0.130831	-0.394806	0.153097	-0.914283
LINC00294	LINC00392	-0.428665	-0.631649	-0.170678	-3.287218
LINC00294	LINC00393	-0.212880	-0.463753	0.069596	-1.509478
LINC00294	LINC00397	-0.154441	-0.414955	0.129477	-1.082994
LINC00294	LINC00398	0.142412	-0.141552	0.404721	0.996820
LINC00294	LINC00399	-0.244083	-0.489199	0.036768	-1.743796
LINC00294	LINC00400	0.277915	-0.000474	0.516326	2.004416
LINC00294	LINC00402	0.512635	0.273277	0.692213	4.136513
LINC00294	LINC00404	0.047614	-0.233838	0.321702	0.330251
LINC00294	LINC00408	0.281546	0.003465	0.519209	2.032843
LINC00294	LINC00411	0.434245	0.177327	0.635752	3.339873
LINC00294	LINC00412	0.176879	-0.106728	0.433870	1.245087
LINC00294	LINC00421	0.128265	-0.155645	0.392600	0.896045
LINC00294	LINC00423	0.372705	0.105274	0.589863	2.782669
LINC00294	LINC00424	-0.069477	-0.341230	0.212995	-0.482514
LINC00294	LINC00426	-0.205370	-0.457565	0.077408	-1.453831
LINC00294	LINC00430	-0.288838	-0.524982	-0.011402	-2.090216
LINC00294	LINC00431	0.496203	0.252762	0.680558	3.959656
LINC00294	LINC00433	-0.230428	-0.478114	0.051209	-1.640600
LINC00294	LINC00437	0.503607	0.261978	0.685821	4.038610
LINC00294	LINC00440	-0.217077	-0.467200	0.065216	-1.540692
LINC00294	LINC00442	0.299988	0.023606	0.533769	2.178720
LINC00294	LINC00443	0.571332	0.348384	0.733099	4.822976
LINC00294	LINC00445	0.282066	0.004030	0.519621	2.036919
LINC00294	LINC00446	-0.254026	-0.497221	0.026177	-1.819633
LINC00294	LINC00448	0.203240	-0.079617	0.455806	1.438102
LINC00294	LINC00449	0.135717	-0.148236	0.398996	0.949053
LINC00294	LINC00454	0.073483	-0.209148	0.344783	0.510485
LINC00294	LINC00456	-0.269953	-0.509984	0.009082	-1.942403
LINC00294	LINC00457	-0.216568	-0.466782	0.065748	-1.536905
LINC00294	LINC00458	-0.320821	-0.550053	-0.046633	-2.346765
LINC00294	LINC00459	0.583008	0.363673	0.741095	4.971531
LINC00297	LINC00298	-0.415840	-0.622175	-0.155484	-3.167915
LINC00297	LINC00299	-0.266626	-0.507327	0.012666	-1.916623
LINC00297	LINC00301	0.010224	-0.268894	0.287757	0.070835
LINC00297	LINC00303	0.230717	-0.050905	0.478350	1.642776
LINC00297	LINC00304	0.185410	-0.098000	0.441003	1.307226
LINC00297	LINC00305	0.346300	0.075195	0.569734	2.557480
LINC00297	LINC00308	-0.230495	-0.478169	0.051139	-1.641105
LINC00297	LINC00309	0.179587	-0.103962	0.436138	1.264781
LINC00297	LINC00310	0.288162	0.010665	0.524448	2.084883
LINC00297	LINC00311	0.312073	0.036929	0.543237	2.275764
LINC00297	LINC00313	0.060341	-0.221736	0.333098	0.418815
LINC00297	LINC00314	0.398168	0.134750	0.609022	3.007247
LINC00297	LINC00315	0.759924	0.610764	0.856998	8.099708
LINC00297	LINC00319	0.429604	0.171795	0.632341	3.296047
LINC00297	LINC00320	0.083980	-0.199025	0.354057	0.583896
LINC00297	LINC00322	0.468976	0.219244	0.661037	3.678809
LINC00297	LINC00324	0.046407	-0.234981	0.320618	0.321863
LINC00297	LINC00326	0.480535	0.233402	0.669356	3.796282
LINC00297	LINC00327	0.569121	0.345502	0.731580	4.795341
LINC00297	LINC00330	-0.122849	-0.387936	0.161010	-0.857617
LINC00297	LINC00331	0.056788	-0.225123	0.329925	0.394074
LINC00297	LINC00332	0.036193	-0.244624	0.311408	0.250913
LINC00297	LINC00334	0.525331	0.289278	0.701155	4.277358
LINC00297	LINC00337	0.286045	0.008358	0.522774	2.068194
LINC00297	LINC00339	0.375172	0.108109	0.591730	2.804089
LINC00297	LINC00342	0.728774	0.565044	0.837279	7.373580
LINC00297	LINC00343	0.767294	0.621729	0.861622	8.289412
LINC00297	LINC00345	0.368916	0.100928	0.586991	2.749899
LINC00297	LINC00346	0.400091	0.136996	0.610459	3.024539
LINC00297	LINC00347	0.160966	-0.122893	0.420479	1.129937
LINC00297	LINC00348	0.460336	0.208730	0.654787	3.592592
LINC00297	LINC00350	0.437019	0.180641	0.637788	3.366227
LINC00297	LINC00351	0.142901	-0.141062	0.405139	1.000317
LINC00297	LINC00353	0.400014	0.136905	0.610401	3.023839
LINC00297	LINC00354	0.338741	0.066675	0.563921	2.494330
LINC00297	LINC00355	0.308145	0.032587	0.540166	2.244089
LINC00297	LINC00358	0.328582	0.055286	0.556075	2.410313
LINC00297	LINC00362	0.798737	0.669159	0.881177	9.197263
LINC00297	LINC00363	0.282202	0.004178	0.519729	2.037990
LINC00297	LINC00364	0.221677	-0.060402	0.470969	1.575013
LINC00297	LINC00365	0.289088	0.011675	0.525180	2.092195
LINC00297	LINC00366	-0.156364	-0.416585	0.127540	-1.096814
LINC00297	LINC00368	0.366868	0.098583	0.585437	2.732248
LINC00297	LINC00370	0.836798	0.728020	0.904476	10.588842
LINC00297	LINC00374	0.258541	-0.021348	0.500850	1.854268
LINC00297	LINC00375	0.106384	-0.177216	0.373672	0.741260
LINC00297	LINC00376	0.529035	0.293972	0.703754	4.319189
LINC00297	LINC00377	0.341485	0.069763	0.566034	2.517191
LINC00297	LINC00379	0.746713	0.591252	0.848670	7.777810
LINC00297	LINC00380	0.430285	0.172606	0.632842	3.302454
LINC00297	LINC00381	0.051722	-0.229941	0.325390	0.358817
LINC00297	LINC00382	0.132541	-0.151397	0.396274	0.926445
LINC00297	LINC00383	0.644309	0.445933	0.782351	5.836963
LINC00297	LINC00384	0.837017	0.728363	0.904609	10.598083
LINC00297	LINC00385	0.394929	0.130974	0.606598	2.978241
LINC00297	LINC00388	0.500260	0.257806	0.683444	4.002769
LINC00297	LINC00390	0.856884	0.759743	0.916611	11.516144
LINC00297	LINC00391	0.105815	-0.177774	0.373176	0.737248
LINC00297	LINC00392	-0.473217	-0.664095	-0.224427	-3.721622
LINC00297	LINC00393	0.131566	-0.152367	0.395437	0.919505
LINC00297	LINC00397	0.786940	0.651240	0.873874	8.836025
LINC00297	LINC00398	0.900048	0.829515	0.942321	14.308983
LINC00297	LINC00399	0.726940	0.562384	0.836110	7.334189
LINC00297	LINC00400	0.400460	0.137426	0.610734	3.027856
LINC00297	LINC00402	0.344669	0.073354	0.568482	2.543811
LINC00297	LINC00404	0.733019	0.571217	0.839984	7.466113
LINC00297	LINC00408	0.404888	0.142608	0.614038	3.067863
LINC00297	LINC00411	0.272548	-0.006281	0.512054	1.962570
LINC00297	LINC00412	0.453923	0.200962	0.650131	3.529432
LINC00297	LINC00421	0.921820	0.865563	0.955102	16.476385
LINC00297	LINC00423	0.435802	0.179186	0.636895	3.354645
LINC00297	LINC00424	0.373709	0.106428	0.590624	2.791382
LINC00297	LINC00426	-0.341637	-0.566151	-0.069935	-2.518459
LINC00297	LINC00430	-0.127752	-0.392159	0.156154	-0.892401
LINC00297	LINC00431	0.302008	0.025826	0.535356	2.194858
LINC00297	LINC00433	-0.153412	-0.414082	0.130514	-1.075600
LINC00297	LINC00437	0.106752	-0.176856	0.373992	0.743850
LINC00297	LINC00440	-0.135537	-0.398843	0.148415	-0.947775
LINC00297	LINC00442	0.482024	0.235233	0.670424	3.811595
LINC00297	LINC00443	0.305300	0.029451	0.537938	2.221234
LINC00297	LINC00445	0.289789	0.012440	0.525734	2.097731
LINC00297	LINC00446	0.748932	0.594516	0.850072	7.830337
LINC00297	LINC00448	0.458027	0.205929	0.653113	3.569772
LINC00297	LINC00449	0.522245	0.285377	0.698987	4.242775
LINC00297	LINC00454	0.239532	-0.041593	0.485514	1.709289
LINC00297	LINC00456	0.706638	0.533154	0.823093	6.919024
LINC00297	LINC00457	0.493983	0.250007	0.678976	3.936202
LINC00297	LINC00458	0.208888	-0.073753	0.460467	1.479864
LINC00297	LINC00459	-0.091408	-0.360586	0.191825	-0.635956
LINC00298	LINC00299	-0.416286	-0.622506	-0.156011	-3.172028
LINC00298	LINC00301	0.163733	-0.120093	0.422816	1.149894
LINC00298	LINC00303	-0.063767	-0.336153	0.218463	-0.442690
LINC00298	LINC00304	-0.157641	-0.417666	0.126252	-1.105997
LINC00298	LINC00305	-0.035376	-0.310670	0.245393	-0.245248
LINC00298	LINC00308	0.164961	-0.118848	0.423852	1.158760
LINC00298	LINC00309	0.069797	-0.212688	0.341515	0.484751
LINC00298	LINC00310	-0.277485	-0.515984	0.000940	-2.001052
LINC00298	LINC00311	-0.041373	-0.316086	0.239740	-0.286889
LINC00298	LINC00313	0.625774	0.420702	0.770003	5.558295
LINC00298	LINC00314	-0.155823	-0.416127	0.128085	-1.092924
LINC00298	LINC00315	-0.260327	-0.502283	0.019434	-1.868006
LINC00298	LINC00319	-0.136732	-0.399866	0.147224	-0.956289
LINC00298	LINC00320	0.729603	0.566249	0.837808	7.391517
LINC00298	LINC00322	-0.165631	-0.424416	0.118170	-1.163597
LINC00298	LINC00324	0.647627	0.450483	0.784550	5.888644
LINC00298	LINC00326	-0.273524	-0.512832	0.005226	-1.970162
LINC00298	LINC00327	0.019958	-0.259838	0.296663	0.138301
LINC00298	LINC00330	0.781109	0.642438	0.870249	8.667092
LINC00298	LINC00331	0.699842	0.523461	0.818708	6.787994
LINC00298	LINC00332	0.569988	0.346631	0.732176	4.806159
LINC00298	LINC00334	-0.230718	-0.478351	0.050903	-1.642785
LINC00298	LINC00337	-0.116783	-0.382696	0.166998	-0.814674
LINC00298	LINC00339	-0.224840	-0.473556	0.057085	-1.598673
LINC00298	LINC00342	-0.248561	-0.492817	0.032006	-1.777877
LINC00298	LINC00343	-0.212287	-0.463265	0.070215	-1.505071
LINC00298	LINC00345	-0.162029	-0.421377	0.121817	-1.137604
LINC00298	LINC00346	-0.208927	-0.460499	0.073713	-1.480151
LINC00298	LINC00347	0.379308	0.112873	0.594855	2.840169
LINC00298	LINC00348	-0.209227	-0.460747	0.073400	-1.482379
LINC00298	LINC00350	-0.695882	-0.816147	-0.517834	-6.713323
LINC00298	LINC00351	0.095502	-0.187844	0.364173	0.664694
LINC00298	LINC00353	-0.169556	-0.427721	0.114186	-1.191975
LINC00298	LINC00354	-0.140849	-0.403387	0.143114	-0.985657
LINC00298	LINC00355	-0.222937	-0.471999	0.059082	-1.584425
LINC00298	LINC00358	-0.046198	-0.320430	0.235178	-0.320414
LINC00298	LINC00362	-0.364000	-0.583257	-0.095304	-2.707611
LINC00298	LINC00363	-0.032019	-0.307630	0.248549	-0.221947
LINC00298	LINC00364	0.031187	-0.249330	0.306875	0.216174
LINC00298	LINC00365	-0.129019	-0.393249	0.154897	-0.901401
LINC00298	LINC00366	-0.423379	-0.627752	-0.164401	-3.237761
LINC00298	LINC00368	-0.274147	-0.513327	0.004553	-1.975010
LINC00298	LINC00370	-0.062440	-0.334970	0.219732	-0.433440
LINC00298	LINC00374	0.014270	-0.265136	0.291465	0.098873
LINC00298	LINC00375	-0.252675	-0.496133	0.027620	-1.809293
LINC00298	LINC00376	-0.180740	-0.437103	0.102783	-1.273175
LINC00298	LINC00377	0.316470	0.041800	0.546667	2.311367
LINC00298	LINC00379	-0.262489	-0.504016	0.017114	-1.884659
LINC00298	LINC00380	-0.092545	-0.361583	0.190721	-0.643934
LINC00298	LINC00381	0.655331	0.461086	0.789642	6.010871
LINC00298	LINC00382	-0.020789	-0.297421	0.259063	-0.144063
LINC00298	LINC00383	-0.129529	-0.393688	0.154390	-0.905031
LINC00298	LINC00384	-0.297351	-0.531696	-0.020713	-2.157705
LINC00298	LINC00385	0.056868	-0.225047	0.329997	0.394633
LINC00298	LINC00388	-0.170493	-0.428510	0.113233	-1.198764
LINC00298	LINC00390	-0.234356	-0.481311	0.047067	-1.670179
LINC00298	LINC00391	0.565523	0.340820	0.729104	4.750696
LINC00298	LINC00392	-0.260111	-0.502110	0.019665	-1.866347
LINC00298	LINC00393	0.590710	0.373824	0.746345	5.072057
LINC00298	LINC00397	-0.146585	-0.408279	0.137373	-1.026659
LINC00298	LINC00398	-0.322148	-0.551084	-0.048110	-2.357592
LINC00298	LINC00399	-0.071528	-0.343050	0.211026	-0.496833
LINC00298	LINC00400	-0.281224	-0.518954	-0.003116	-2.030319
LINC00298	LINC00402	-0.280481	-0.518363	-0.002308	-2.024491
LINC00298	LINC00404	-0.266640	-0.507338	0.012652	-1.916728
LINC00298	LINC00408	-0.201830	-0.454641	0.081078	-1.427698
LINC00298	LINC00411	-0.276430	-0.515145	0.002082	-1.992818
LINC00298	LINC00412	-0.162667	-0.421916	0.121172	-1.142203
LINC00298	LINC00421	-0.298050	-0.532246	-0.021479	-2.163269
LINC00298	LINC00423	-0.114341	-0.380581	0.169403	-0.797410
LINC00298	LINC00424	0.025004	-0.255124	0.301260	0.173288
LINC00298	LINC00426	-0.292612	-0.527962	-0.015524	-2.120069
LINC00298	LINC00430	-0.260628	-0.502524	0.019111	-1.870321
LINC00298	LINC00431	-0.083264	-0.353426	0.199717	-0.578882
LINC00298	LINC00433	0.827073	0.712826	0.898561	10.194251
LINC00298	LINC00437	0.213329	-0.069129	0.464122	1.512809
LINC00298	LINC00440	0.807432	0.682464	0.886535	9.482080
LINC00298	LINC00442	-0.168425	-0.426770	0.115335	-1.183794
LINC00298	LINC00443	-0.157098	-0.417207	0.126800	-1.102090
LINC00298	LINC00445	0.126670	-0.157226	0.391228	0.884720
LINC00298	LINC00446	-0.209845	-0.461255	0.072758	-1.486955
LINC00298	LINC00448	-0.223678	-0.472606	0.058304	-1.589975
LINC00298	LINC00449	-0.461453	-0.655597	-0.210086	-3.603665
LINC00298	LINC00454	0.309325	0.033891	0.541089	2.253595
LINC00298	LINC00456	-0.404299	-0.613599	-0.141918	-3.062522
LINC00298	LINC00457	-0.425110	-0.629029	-0.166454	-3.253906
LINC00298	LINC00458	0.663061	0.471783	0.794734	6.136833
LINC00298	LINC00459	-0.380132	-0.595477	-0.113823	-2.847376
LINC00299	LINC00301	-0.320360	-0.549695	-0.046120	-2.343007
LINC00299	LINC00303	-0.166404	-0.425068	0.117385	-1.169183
LINC00299	LINC00304	-0.372676	-0.589841	-0.105240	-2.782414
LINC00299	LINC00305	-0.263913	-0.505157	0.015584	-1.895653
LINC00299	LINC00308	-0.329295	-0.556627	-0.056083	-2.416177
LINC00299	LINC00309	-0.373441	-0.590420	-0.106119	-2.789050
LINC00299	LINC00310	-0.076003	-0.347015	0.206722	-0.528095
LINC00299	LINC00311	-0.304010	-0.536926	-0.028029	-2.210883
LINC00299	LINC00313	-0.492977	-0.678258	-0.248760	-3.925611
LINC00299	LINC00314	-0.339443	-0.564462	-0.067465	-2.500172
LINC00299	LINC00315	-0.343758	-0.567782	-0.072326	-2.536182
LINC00299	LINC00319	-0.309562	-0.541274	-0.034152	-2.255501
LINC00299	LINC00320	-0.286275	-0.522956	-0.008609	-2.070008
LINC00299	LINC00322	-0.395744	-0.607209	-0.131924	-2.985533
LINC00299	LINC00324	-0.451882	-0.648646	-0.198497	-3.509485
LINC00299	LINC00326	-0.416178	-0.622426	-0.155884	-3.171033
LINC00299	LINC00327	-0.389447	-0.602488	-0.124602	-2.929456
LINC00299	LINC00330	-0.398707	-0.609425	-0.135379	-3.012091
LINC00299	LINC00331	-0.408606	-0.616805	-0.146969	-3.101642
LINC00299	LINC00332	-0.348421	-0.571361	-0.077594	-2.575307
LINC00299	LINC00334	-0.441029	-0.640725	-0.185441	-3.404525
LINC00299	LINC00337	-0.409720	-0.617634	-0.148278	-3.111806
LINC00299	LINC00339	-0.389959	-0.602872	-0.125196	-2.933989
LINC00299	LINC00342	-0.315419	-0.545848	-0.040635	-2.302845
LINC00299	LINC00343	-0.197891	-0.451380	0.085152	-1.398692
LINC00299	LINC00345	-0.288630	-0.524818	-0.011175	-2.088577
LINC00299	LINC00346	-0.396448	-0.607735	-0.132744	-2.991829
LINC00299	LINC00347	-0.410989	-0.618576	-0.149770	-3.123393
LINC00299	LINC00348	-0.366488	-0.585148	-0.098148	-2.728982
LINC00299	LINC00350	0.198435	-0.084590	0.451831	1.402690
LINC00299	LINC00351	-0.495066	-0.679748	-0.251350	-3.947629
LINC00299	LINC00353	-0.334103	-0.560344	-0.061466	-2.455853
LINC00299	LINC00354	-0.498924	-0.682494	-0.256144	-3.988533
LINC00299	LINC00355	-0.440546	-0.640372	-0.184863	-3.399902
LINC00299	LINC00358	-0.287211	-0.523696	-0.009628	-2.077382
LINC00299	LINC00362	0.037676	-0.243227	0.312749	0.261213
LINC00299	LINC00363	-0.212440	-0.463391	0.070055	-1.506211
LINC00299	LINC00364	-0.377310	-0.593346	-0.110570	-2.822714
LINC00299	LINC00365	-0.216370	-0.466619	0.065955	-1.535426
LINC00299	LINC00366	0.217781	-0.064480	0.467777	1.545938
LINC00299	LINC00368	-0.352450	-0.574446	-0.082158	-2.609282
LINC00299	LINC00370	-0.190840	-0.445525	0.092423	-1.346930
LINC00299	LINC00374	-0.473838	-0.664541	-0.225186	-3.727913
LINC00299	LINC00375	0.210805	-0.071759	0.462045	1.494071
LINC00299	LINC00376	-0.332207	-0.558879	-0.059342	-2.440182
LINC00299	LINC00377	-0.428771	-0.631728	-0.170804	-3.288215
LINC00299	LINC00379	-0.202381	-0.455097	0.080506	-1.431767
LINC00299	LINC00380	-0.374007	-0.590849	-0.106770	-2.793966
LINC00299	LINC00381	-0.219996	-0.469593	0.062163	-1.562458
LINC00299	LINC00382	-0.258040	-0.500447	0.021885	-1.850417
LINC00299	LINC00383	-0.071247	-0.342801	0.211296	-0.494871
LINC00299	LINC00384	0.015017	-0.264441	0.292148	0.104051
LINC00299	LINC00385	-0.397887	-0.608812	-0.134422	-3.004727
LINC00299	LINC00388	-0.203735	-0.456216	0.079103	-1.441759
LINC00299	LINC00390	-0.134767	-0.398182	0.149182	-0.942287
LINC00299	LINC00391	-0.291162	-0.526818	-0.013939	-2.108582
LINC00299	LINC00392	0.884564	0.804230	0.933155	13.139371
LINC00299	LINC00393	-0.271986	-0.511606	0.006888	-1.958198
LINC00299	LINC00397	-0.077684	-0.348500	0.205104	-0.539839
LINC00299	LINC00398	-0.121355	-0.386647	0.162486	-0.847031
LINC00299	LINC00399	-0.114689	-0.380882	0.169061	-0.799864
LINC00299	LINC00400	-0.123756	-0.388718	0.160112	-0.864048
LINC00299	LINC00402	-0.200389	-0.453449	0.082569	-1.417082
LINC00299	LINC00404	-0.315497	-0.545908	-0.040720	-2.303473
LINC00299	LINC00408	-0.346429	-0.569833	-0.075341	-2.558564
LINC00299	LINC00411	-0.348078	-0.571098	-0.077206	-2.572423
LINC00299	LINC00412	-0.317655	-0.547590	-0.043115	-2.320992
LINC00299	LINC00421	-0.274946	-0.513964	0.003689	-1.981241
LINC00299	LINC00423	-0.383409	-0.597947	-0.117608	-2.876134
LINC00299	LINC00424	-0.474414	-0.664956	-0.225891	-3.733758
LINC00299	LINC00426	0.843232	0.738130	0.908375	10.867986
LINC00299	LINC00430	0.563138	0.337724	0.727461	4.721336
LINC00299	LINC00431	-0.119821	-0.385322	0.164001	-0.836168
LINC00299	LINC00433	-0.346546	-0.569923	-0.075474	-2.559551
LINC00299	LINC00437	-0.575817	-0.736175	-0.354242	-4.879498
LINC00299	LINC00440	-0.367113	-0.585623	-0.098863	-2.734357
LINC00299	LINC00442	-0.331247	-0.558137	-0.058267	-2.432262
LINC00299	LINC00443	-0.139625	-0.402340	0.144338	-0.976918
LINC00299	LINC00445	-0.555927	-0.722480	-0.328390	-4.633575
LINC00299	LINC00446	0.006864	-0.272009	0.284672	0.047553
LINC00299	LINC00448	-0.361847	-0.581618	-0.092846	-2.689175
LINC00299	LINC00449	0.190713	-0.092552	0.445421	1.346007
LINC00299	LINC00454	-0.417275	-0.623239	-0.157179	-3.181151
LINC00299	LINC00456	0.136704	-0.147252	0.399842	0.956090
LINC00299	LINC00457	0.134377	-0.149570	0.397849	0.939514
LINC00299	LINC00458	-0.344210	-0.568129	-0.072836	-2.539965
LINC00299	LINC00459	-0.016316	-0.293336	0.263232	-0.113052
LINC00301	LINC00303	0.071560	-0.210996	0.343078	0.497053
LINC00301	LINC00304	-0.130016	-0.394106	0.153906	-0.908490
LINC00301	LINC00305	-0.062205	-0.334761	0.219956	-0.431806
LINC00301	LINC00308	0.826317	0.711649	0.898100	10.164829
LINC00301	LINC00309	0.257135	-0.022854	0.499720	1.843466
LINC00301	LINC00310	-0.258254	-0.500619	0.021655	-1.852065
LINC00301	LINC00311	0.484619	0.238429	0.672284	3.838389
LINC00301	LINC00313	-0.204792	-0.457088	0.078008	-1.449561
LINC00301	LINC00314	-0.116655	-0.382584	0.167125	-0.813764
LINC00301	LINC00315	0.023850	-0.256203	0.300209	0.165285
LINC00301	LINC00319	-0.118001	-0.383749	0.165797	-0.823286
LINC00301	LINC00320	-0.204574	-0.456909	0.078233	-1.447956
LINC00301	LINC00322	-0.041492	-0.316193	0.239628	-0.287714
LINC00301	LINC00324	-0.009710	-0.287286	0.269371	-0.067276
LINC00301	LINC00326	-0.248342	-0.492640	0.032239	-1.776207
LINC00301	LINC00327	-0.246611	-0.491242	0.034081	-1.763023
LINC00301	LINC00330	-0.172993	-0.430610	0.110690	-1.216876
LINC00301	LINC00331	-0.125010	-0.389799	0.158871	-0.872944
LINC00301	LINC00332	0.001222	-0.277225	0.279479	0.008465
LINC00301	LINC00334	0.247855	-0.032757	0.492247	1.772498
LINC00301	LINC00337	0.707173	0.533920	0.823438	6.929510
LINC00301	LINC00339	0.186025	-0.097369	0.441516	1.311716
LINC00301	LINC00342	0.128992	-0.154923	0.393225	0.901210
LINC00301	LINC00343	-0.012931	-0.290239	0.266380	-0.089596
LINC00301	LINC00345	-0.157854	-0.417847	0.126037	-1.107529
LINC00301	LINC00346	0.255642	-0.024450	0.498521	1.832017
LINC00301	LINC00347	-0.094351	-0.363166	0.188964	-0.656613
LINC00301	LINC00348	-0.194260	-0.448368	0.088900	-1.372007
LINC00301	LINC00350	-0.137259	-0.400317	0.146698	-0.960045
LINC00301	LINC00351	0.395586	0.131739	0.607090	2.984114
LINC00301	LINC00353	-0.100183	-0.368266	0.183280	-0.697599
LINC00301	LINC00354	0.114950	-0.168804	0.381108	0.801708
LINC00301	LINC00355	-0.084609	-0.354610	0.198416	-0.588300
LINC00301	LINC00358	-0.038038	-0.313076	0.242886	-0.263728
LINC00301	LINC00362	0.158945	-0.124935	0.418770	1.115381
LINC00301	LINC00363	0.031803	-0.248751	0.307434	0.220450
LINC00301	LINC00364	-0.292840	-0.528142	-0.015773	-2.121872
LINC00301	LINC00365	-0.236242	-0.482844	0.045074	-1.684412
LINC00301	LINC00366	-0.435336	-0.636553	-0.178629	-3.350222
LINC00301	LINC00368	-0.192206	-0.446662	0.091016	-1.356945
LINC00301	LINC00370	-0.105549	-0.372944	0.178034	-0.735370
LINC00301	LINC00374	0.400964	0.138015	0.611111	3.032393
LINC00301	LINC00375	-0.261687	-0.503373	0.017975	-1.878479
LINC00301	LINC00376	-0.149005	-0.410339	0.134944	-1.043993
LINC00301	LINC00377	-0.216977	-0.467118	0.065321	-1.539948
LINC00301	LINC00379	-0.154556	-0.415053	0.129362	-1.083820
LINC00301	LINC00380	-0.225628	-0.474199	0.056258	-1.604572
LINC00301	LINC00381	-0.210400	-0.461712	0.072180	-1.491069
LINC00301	LINC00382	0.077938	-0.204859	0.348725	0.541616
LINC00301	LINC00383	0.044240	-0.237031	0.318669	0.306807
LINC00301	LINC00384	-0.029322	-0.305184	0.251080	-0.203237
LINC00301	LINC00385	0.018634	-0.261073	0.295454	0.129122
LINC00301	LINC00388	0.371120	0.103454	0.588662	2.768935
LINC00301	LINC00390	-0.077930	-0.348718	0.204867	-0.541562
LINC00301	LINC00391	0.007839	-0.271105	0.285569	0.054314
LINC00301	LINC00392	-0.485950	-0.673237	-0.240071	-3.852193
LINC00301	LINC00393	-0.291004	-0.526694	-0.013767	-2.107338
LINC00301	LINC00397	0.119279	-0.164537	0.384854	0.832331
LINC00301	LINC00398	0.104687	-0.178878	0.372194	0.729303
LINC00301	LINC00399	-0.128281	-0.392615	0.155628	-0.896165
LINC00301	LINC00400	-0.034137	-0.309548	0.246559	-0.236644
LINC00301	LINC00402	0.196802	-0.086277	0.450477	1.390678
LINC00301	LINC00404	-0.179861	-0.436367	0.103682	-1.266774
LINC00301	LINC00408	-0.131638	-0.395499	0.152295	-0.920023
LINC00301	LINC00411	-0.310141	-0.541727	-0.034792	-2.260170
LINC00301	LINC00412	-0.117364	-0.383198	0.166425	-0.818783
LINC00301	LINC00421	0.013207	-0.266124	0.290492	0.091510
LINC00301	LINC00423	0.125974	-0.157916	0.390629	0.879782
LINC00301	LINC00424	0.348588	0.077783	0.571489	2.576713
LINC00301	LINC00426	-0.175018	-0.432310	0.108626	-1.231571
LINC00301	LINC00430	-0.370096	-0.587887	-0.102281	-2.760088
LINC00301	LINC00431	0.441460	0.185958	0.641040	3.408655
LINC00301	LINC00433	-0.247774	-0.492182	0.032844	-1.771882
LINC00301	LINC00437	-0.401104	-0.611215	-0.138179	-3.033658
LINC00301	LINC00440	-0.206720	-0.458680	0.076006	-1.463819
LINC00301	LINC00442	0.008071	-0.270890	0.285782	0.055921
LINC00301	LINC00443	0.429537	0.171715	0.632291	3.295409
LINC00301	LINC00445	-0.235290	-0.482070	0.046081	-1.677222
LINC00301	LINC00446	-0.065109	-0.337348	0.217179	-0.452049
LINC00301	LINC00448	-0.202982	-0.455593	0.079884	-1.436198
LINC00301	LINC00449	-0.027434	-0.303469	0.252850	-0.190139
LINC00301	LINC00454	-0.148004	-0.409487	0.135949	-1.036822
LINC00301	LINC00456	-0.296909	-0.531348	-0.020228	-2.154185
LINC00301	LINC00457	-0.308776	-0.540659	-0.033284	-2.249167
LINC00301	LINC00458	-0.246254	-0.490954	0.034461	-1.760304
LINC00301	LINC00459	-0.485095	-0.672625	-0.239016	-3.843324
LINC00303	LINC00304	0.648813	0.452111	0.785335	5.907249
LINC00303	LINC00305	0.637002	0.435948	0.777496	5.725118
LINC00303	LINC00308	-0.094342	-0.363158	0.188973	-0.656547
LINC00303	LINC00309	0.630320	0.426860	0.773041	5.625121
LINC00303	LINC00310	0.362928	0.094079	0.582441	2.698421
LINC00303	LINC00311	0.686971	0.505228	0.810365	6.549567
LINC00303	LINC00313	0.250034	-0.030437	0.494005	1.789113
LINC00303	LINC00314	0.411238	0.150062	0.618761	3.125671
LINC00303	LINC00315	0.530984	0.296447	0.705120	4.341335
LINC00303	LINC00319	0.513794	0.274733	0.693032	4.149222
LINC00303	LINC00320	-0.052721	-0.326286	0.228992	-0.365773
LINC00303	LINC00322	0.600240	0.386457	0.752814	5.199408
LINC00303	LINC00324	0.345406	0.074186	0.569048	2.549986
LINC00303	LINC00326	0.409214	0.147683	0.617257	3.107186
LINC00303	LINC00327	0.261981	-0.017659	0.503609	1.880746
LINC00303	LINC00330	0.314857	0.040011	0.545409	2.298283
LINC00303	LINC00331	0.174889	-0.108758	0.432202	1.230636
LINC00303	LINC00332	0.281210	0.003100	0.518942	2.030205
