symbol	GSM1855317	GSM1855318	GSM1855319	GSM1855320	GSM1855321	GSM1855322	GSM2195410	GSM2195411	GSM2195412	GSM2195413	GSM2195414	GSM2195415	GSM2226784	GSM2226785	GSM2226786	GSM2226787	GSM2226788	GSM2226789	GSM2226790	GSM2226791	GSM2226792	GSM2226793	GSM2477389	GSM2477390	GSM2477391	GSM2477392	GSM2477393	GSM2477394	GSM2700243	GSM2700244	GSM2700245	GSM2700240	GSM2700241	GSM2700242	GSM2774691	GSM2774692	GSM2774693	GSM2774694	GSM2774695	GSM2774696	GSM3685851	GSM3685852	GSM3685853	GSM3685848	GSM3685849	GSM3685850	GSM3936838	GSM3936839	GSM3936840	GSM3936841
hsa-miR-1206	8.639309854	8.619577364	8.521730527	8.659965476	8.417464955	8.595536501	6.09064875	6.31351421	6.032868683	6.108272815	6.113510452	6.232707693	5.748724132	5.829029225	5.765063123	5.708194635	5.72705211	5.793502676	5.746937639	5.769542296	5.793502676	5.782235942	6.526587914	6.571316167	6.755710157	6.578999355	6.56054993	6.562363564	8.845938002	9.457695428	9.100003392	9.587904765	9.372054095	9.453010549	5.818331464	5.814956796	5.956107219	5.959927539	5.844840882	5.988060961	8.580848965	8.535807013	8.685389221	8.279013512	8.582599736	8.513833427	6.500927826	6.035774945	6.343292977	6.142218188
hsa-miR-1207-3p	9.842387365	9.581060973	9.7536417	9.633842531	9.948528136	9.815256721	5.73171391	5.73171391	5.732678337	5.729883486	5.741855155	5.808293732	5.808138354	5.775981781	5.740920282	5.73782126	5.721500193	5.722556255	5.745537202	5.764313379	5.74617958	5.739064869	8.525394891	8.613755813	8.810560816	8.891228298	8.832124009	8.797155917	8.636596202	8.799526077	8.690261662	8.976422334	8.935264743	8.984514806	5.797250539	5.818180626	5.813369478	5.827689752	5.804559455	5.802727061	6.646164305	6.380779617	6.437224068	6.66819846	6.77356351	6.625037366	5.923409729	6.575599616	6.483886265	6.705687134
hsa-miR-1207-5p	10.47711577	10.27240825	10.48862508	10.35830081	10.60287519	10.63425636	8.60870747	8.627068576	9.043134292	8.763895515	7.801153013	8.953340312	5.917494823	5.911507152	5.842973563	5.805515107	5.817524451	5.832177875	5.782415404	5.905000802	5.78316386	5.773122927	5.832429336	5.827378728	5.842076879	5.786716952	5.854138908	5.885813079	7.531320321	7.630210036	7.397964014	7.216265624	7.340892998	7.55676527	6.441380728	6.176376961	6.527373938	5.885568826	6.1214072	6.516163747	8.539130563	8.178628584	9.045967246	8.546866363	8.624768836	7.963335683	6.129512089	6.137218963	6.141868508	6.094168592
hsa-miR-1208	9.328758965	9.032702498	9.357545716	8.796995082	8.970964976	9.12719277	5.741381821	5.836179549	5.782465036	5.769463792	5.782465036	5.917788343	5.775300314	5.77357768	5.757510003	5.753850893	5.740837305	5.82236737	5.735703021	5.757510003	5.721525254	5.782235942	5.748253738	5.791624249	5.83949251	5.752246977	5.771118576	5.745843396	9.856920769	9.431591001	9.778980668	8.690776626	9.063066446	8.782449648	5.96476666	5.936289974	5.960056405	5.808888761	5.884346365	5.872833647	10.74390346	10.7473739	10.19012678	10.91970591	11.0006394	10.88568958	8.239977469	8.720824789	8.242451918	8.116246741
hsa-miR-122	5.908624194	5.987968108	5.963419932	5.997650624	6.010016009	6.003094208	6.001214765	6.698408413	6.969483884	6.216533737	6.649493878	6.689666916	5.892654818	6.00879554	5.874372652	5.841759531	5.931777872	5.937704015	5.833240782	5.843464963	5.846973665	5.871653653	6.2489571	6.430038453	6.390922945	6.321151436	6.444404624	6.457783068	6.780163443	6.546130377	6.613980855	6.518857592	6.439354307	6.412789904	5.824148971	5.831410838	5.871058826	5.881700208	5.814019064	5.891225864	8.763741478	8.669154533	8.17904346	8.433555048	8.616368908	8.55007741	9.843992067	10.78236972	9.327229089	9.887406048
hsa-miR-122*	5.896853142	5.840418744	5.83666395	5.878939698	5.801327556	5.859685184	5.734483864	5.724216316	5.745752732	5.729883486	5.808535419	5.785656832	6.085202029	6.202560043	6.01914933	5.996516267	5.95170935	6.121124345	6.062311385	5.981876106	5.957296531	5.941383734	5.738523896	5.725504512	5.715272925	5.825467592	5.708910483	5.734537063	14.99923554	14.66771983	14.89557609	13.54992395	13.66933429	13.61975943	5.829058842	5.834079388	5.875910979	5.916895443	5.806930503	5.882768711	14.43376113	14.370395	14.3403979	14.0115158	14.28921286	14.38559233	5.745420014	5.796711676	5.830293923	5.792072027
hsa-miR-1224-3p	7.71132148	7.816929063	7.830725226	7.906839332	7.724455681	7.485089773	5.792937484	5.752678419	5.823358643	5.778134137	6.22161621	5.825321996	5.778060986	5.776970869	5.765167524	5.766381918	5.772865166	5.780285585	5.770220157	5.786978957	5.839947063	5.78565746	6.244158713	6.419759679	6.317072357	6.379551749	6.605809883	6.660852872	8.647206073	7.151440363	8.305814008	8.918004782	8.635528061	9.460561566	5.89374645	5.872833647	5.792501057	5.830176428	5.837016804	5.884346365	6.763587013	6.711288029	6.822529537	7.183635445	7.23702875	7.203909838	5.797430478	5.771711613	5.755961594	5.806131863
hsa-miR-1224-5p	5.984239484	6.049315085	6.141727114	6.012555802	6.459492305	6.232758016	5.885928139	5.933879611	6.083015813	5.935173079	5.819644814	5.808293732	5.700972354	5.787833357	5.691147779	5.739261161	5.733825446	5.696388378	5.700972354	5.72644272	5.72644272	5.715948276	5.902809117	5.798128179	5.908414002	5.839051829	5.905473368	5.934752974	7.083161159	7.166107374	7.150777701	7.045312557	7.141872887	7.152847666	7.133502605	7.850815967	8.184307645	7.084098211	7.358891385	7.576507469	9.317689898	9.05598535	7.906935926	9.10141049	9.003490277	9.282735596	5.765011259	5.80337171	5.783593942	5.800550111
hsa-miR-1225-3p	6.082296187	6.088084719	5.977136039	6.175796999	6.103693052	6.103693052	6.469600494	7.249879471	7.158584049	6.515002672	6.547498068	6.780779821	5.755350443	5.748724132	5.772825045	5.753850893	5.772825045	5.766662884	5.754108942	5.715774091	5.793502676	5.789078979	5.802275579	5.765950017	5.72514434	5.719602761	5.715707669	5.714733599	10.49184524	10.70875383	10.67774943	11.39951853	11.1289559	12.62493642	5.830898585	5.837944292	5.806345411	5.81715142	5.837509112	5.840113691	11.14995414	11.0561247	10.85005088	10.42564538	11.04547031	11.06131002	6.483886265	6.409489701	6.797712883	6.455407056
hsa-miR-1225-5p	8.17029968	8.301457199	8.21103559	8.307920901	8.41253374	8.411827903	6.83864669	7.467924437	7.999281071	7.484802444	7.313993683	7.927022117	7.16029172	7.450730198	6.960484772	6.781906188	6.669475761	6.770058274	7.280229538	7.490984609	7.241188789	7.46998098	5.79183673	5.79056732	5.785468978	5.781723161	5.817496892	5.784627792	7.077177046	7.343856316	7.147549164	7.273333988	7.11582911	7.365160247	5.860314083	5.850068018	5.905361847	5.832326839	5.891293634	5.82411966	6.794089361	6.741706723	6.784404428	6.90801927	6.751697655	6.826012062	7.100418752	6.925772115	7.498030768	6.980148152
hsa-miR-1226	5.953603421	5.925693183	5.958604355	5.896697802	5.867936313	5.965266525	6.125666079	5.816525357	5.795174399	5.935173079	5.762532705	5.825321996	5.803605213	5.735204962	5.768944084	5.735910565	5.807000616	5.715774091	5.74132033	5.733394218	5.78932976	5.714012828	6.903033175	6.581700081	7.002119886	6.772199892	6.925629382	6.615450469	6.541852786	6.65161097	6.526073866	6.856861976	6.797555921	6.80128717	5.85608245	5.976470122	5.880644044	5.865981951	5.865127195	5.847123425	7.071702784	7.169752375	7.093935282	7.068895672	7.154966431	7.047785433	5.757073757	5.748792797	5.748792797	5.872672177
hsa-miR-1226*	6.589849798	6.515635781	6.468996875	6.704939135	6.256743317	6.103693052	5.755062305	5.873032961	5.831202464	5.769463792	5.812294907	5.825321996	5.782989773	5.77357768	5.81527431	5.712330927	5.708194635	5.700972354	5.735703021	5.72644272	5.793502676	5.722281133	5.77257911	5.893340505	5.98275201	5.938412369	5.873213513	5.79625851	12.59881642	11.70139332	12.34873751	9.703529578	9.978162961	9.746501154	5.837501043	5.832022758	5.806890428	5.856236348	5.82920185	5.893780408	10.14814951	10.74989823	11.06810158	10.92257899	10.65358499	10.71881201	5.869613067	6.016201455	5.893547626	5.765011259
hsa-miR-1227	7.417780565	7.258093039	7.251796136	7.410025628	6.993313629	7.004592836	6.810003368	7.128827406	6.787325291	6.479065525	6.741994452	6.741994452	5.981144919	5.820268161	5.786689515	5.802349331	5.862022688	5.837452338	5.775300314	5.798657601	5.880175785	5.841227967	6.832114109	7.233746325	7.492742766	7.374154679	7.343806296	7.035231747	10.12529443	9.785807117	9.11252476	10.0655506	10.12785715	10.55208209	5.968504266	6.044356399	6.094477876	5.865981951	6.193755799	5.944453655	9.98976861	9.723619946	9.096234652	9.189149006	9.759110678	9.361732105	5.720893678	5.717209043	5.695206155	5.721502292
hsa-miR-1228	7.930686914	8.611300785	8.701565709	8.372465223	8.318692556	8.527117808	9.732799089	8.434791366	7.554889082	9.126805452	7.120211547	7.001379604	6.710691765	6.812391361	6.402459647	6.640847562	6.373183882	6.45190229	6.429484444	6.58408578	6.593826988	6.674427807	6.991598342	7.086884798	7.179888621	7.064796036	7.198435995	7.011214849	12.68347726	12.98900128	12.87293784	12.7589936	12.73130853	12.54479153	6.568799714	6.38624524	6.604756473	7.349826799	7.000602362	6.821105077	9.73074079	9.318997011	9.991511524	9.564929484	9.764997696	9.73476784	5.748072976	5.774979979	5.725083523	5.717209043
hsa-miR-1228*	5.946186628	5.913426811	5.860356864	5.916376149	5.843262147	5.889160934	5.731979874	5.734966575	5.761077864	5.76314125	5.761930663	5.785335388	5.743357814	5.799832797	5.725632273	5.739261161	5.715948276	5.72409353	5.759815538	5.694467422	5.715774091	5.819725172	5.93505152	6.014405463	5.969000933	5.841073488	5.956728951	5.869574352	7.749537576	7.875701195	7.905590543	8.395857526	8.208805763	8.224566869	5.919727469	5.873692403	5.890624622	5.86933378	5.849971184	6.040000691	10.7755357	10.57509898	11.11790888	10.46853178	10.06596723	10.45968029	5.765011259	5.741014913	5.76826358	5.717209043
hsa-miR-1229	8.925034547	9.080794807	9.117620953	8.930958471	8.79072797	9.527053008	6.45048209	6.331620871	6.453228851	6.626280367	6.26129287	6.293819006	6.418565542	6.550618907	6.879481241	6.687784019	6.669475761	6.725763982	6.465841454	6.345973983	6.622662098	6.507663515	5.768899659	5.734073364	5.747707051	5.790583983	5.763400753	5.794683433	6.077564323	6.03440491	6.316227568	6.138002797	6.337840653	6.220374924	5.831410838	6.060410344	5.814848882	5.776035759	5.844161871	5.795617923	8.927301369	8.537478764	8.403344335	8.345524523	8.602114998	8.484757922	9.898985189	10.17929203	9.796046036	11.22927184
hsa-miR-1231	6.346879199	6.216249283	6.087372875	6.270222379	6.237212032	6.186347356	5.99008554	6.125666079	5.962870882	6.122329613	6.07603456	5.951593302	5.917828011	5.883247156	5.877856712	5.72644272	5.756651353	5.807501956	5.829029225	5.811572896	5.83338534	5.841227967	5.727449094	5.765619057	5.728933675	5.753654227	5.789782884	5.735003696	6.077564323	6.03440491	6.316227568	6.138002797	6.337840653	6.220374924	5.953338806	5.843110342	5.792501057	5.797004651	5.811750659	5.805981606	8.927301369	8.537478764	8.403344335	8.345524523	8.602114998	8.484757922	5.720893678	5.707073632	5.863470929	5.774979979
hsa-miR-1233	5.799931542	5.798083917	5.798540525	5.794532783	5.792382684	5.801795277	5.820696454	5.912435484	5.861815798	5.941810026	5.842311193	5.921438139	5.949510722	5.837769005	5.775317184	5.804342827	5.772825045	5.829909854	5.760523312	5.784099948	5.793502676	5.76885651	5.732573138	5.743531353	5.726407618	5.742413698	5.741320764	5.738776089	10.91975756	11.05917014	11.00002383	10.57107363	10.18594973	10.35198878	8.395069777	7.543683345	8.77113165	5.985545352	6.008538132	8.178540178	7.754282131	7.585533827	7.536514419	7.25101938	7.170689459	8.374464482	5.737839764	5.733377386	5.708937821	5.741279534
hsa-miR-1234	5.815840855	5.867878945	5.825226566	5.765311566	5.829965974	5.83599198	5.834605802	5.962870882	5.823358643	5.896153686	5.939684454	5.795174399	6.610901942	6.264118096	6.285448155	6.544449691	6.443639799	6.483683281	6.209135388	6.435329327	6.468287612	6.270633994	5.713616967	5.736329132	5.72005242	5.722233094	5.723394849	5.717472558	10.57225857	10.09840564	10.45424839	9.47132058	9.769618299	9.589090237	6.54150969	6.534952521	7.03589777	5.879511995	5.769269403	6.582139455	9.99916765	10.11351565	10.08003054	10.20934295	10.09054391	10.02091197	5.737839764	5.733377386	5.708937821	5.741279534
hsa-miR-1236	7.684417552	7.656276184	7.62648491	7.461192891	7.403110017	7.411962363	10.51323161	9.704691814	9.784426214	10.48938551	9.364949823	9.843589975	7.813727807	7.852945635	8.053609211	7.656365327	7.553757332	7.957343967	7.91313879	7.986363572	7.656365327	7.903229169	5.715029868	5.714733599	5.709292522	5.724233602	5.730156841	5.839802747	6.505687086	6.488383683	6.330030279	6.699752796	6.330030279	6.349327218	6.54150969	6.534952521	7.03589777	5.879511995	5.769269403	6.582139455	6.625037366	6.667016572	7.205316104	6.7339333	6.608463824	6.590669613	6.387442105	6.51888192	6.113772937	6.284233858
hsa-miR-1237	6.540362335	6.273172861	6.310280456	7.176503684	6.522181373	6.252296995	6.095024205	6.432108106	6.538653937	6.209553888	6.253496607	6.452344728	5.824203906	5.930109956	5.895850349	5.810319331	5.862439703	5.875282274	5.778613145	5.798657601	5.772825045	5.797592777	5.772115596	5.815282289	5.821045981	5.766922849	5.997013912	5.763522553	10.35171279	10.48174948	10.4247267	9.951880362	9.643766908	9.842796326	5.828868054	5.880793002	5.811653243	5.786520205	5.79246226	5.811678705	7.193044557	7.148830447	7.176518481	7.087398662	6.833331354	7.765928403	5.783593942	5.741014913	5.836349595	5.733766272
hsa-miR-1238	6.279161594	6.454043569	6.477093852	6.516947917	6.413935508	6.668766208	5.771097783	5.962870882	5.806787107	5.818422124	5.772038294	5.885928139	5.929050923	5.92986303	5.786689515	5.865192094	5.850449611	5.88355321	5.802349331	5.956835042	5.909437101	5.830297577	5.740711894	5.761347326	5.734014021	5.723394849	5.839057265	5.789398763	6.68977655	6.836345626	6.774579375	6.975335088	6.91675682	6.890246085	6.711623218	6.951426326	6.541052755	6.505955644	6.829864347	6.816031453	7.862093035	7.477654466	7.808080597	7.512270864	7.607515291	7.552837536	9.251491785	9.148963229	10.01507205	9.747570277
hsa-miR-124	6.468996875	6.283682856	6.301509134	6.326444989	6.297019553	6.361340272	5.702738688	5.71880901	5.711451415	5.786818387	5.747870296	5.746905315	5.748724132	5.721791627	5.757510003	5.708194635	5.704393367	5.766662884	5.754108942	5.798657601	5.740345717	5.694708873	6.787031099	6.911737737	6.960519656	7.022811277	6.81845293	6.904130293	7.195910156	7.322233073	6.962323364	7.050216817	7.216265624	7.225131842	5.818162934	5.847123425	5.863178722	5.879830001	5.889554828	5.847123425	7.573592025	7.588035344	7.895531153	7.424804968	7.550049375	7.548765789	5.757073757	5.836349595	5.762737124	5.733766272
hsa-miR-124*	5.807087501	5.801795277	5.798540525	5.806131922	5.804650078	5.832364816	5.819303279	5.94894583	6.043065368	5.765581886	5.832737143	6.028590695	6.702988889	6.65872267	6.881072785	6.839583986	6.800263956	6.796806741	6.829428849	6.736178372	6.699497634	6.849926609	5.747749272	5.738485806	5.714473481	5.792491834	5.774526616	5.889677113	7.446673868	7.007873775	7.143303208	6.505687086	6.426832116	6.629849482	5.786702604	5.808457604	5.798421098	5.808888761	5.792501057	5.801021182	8.179872854	8.231186211	8.283826338	8.044354315	8.060656575	8.094918944	5.825079844	5.765215576	5.794944639	5.800550111
hsa-miR-1243	5.843058172	5.801795277	5.825226566	5.821827759	6.015117533	5.821827759	5.917788343	5.855482149	5.939684454	5.831202464	5.873032961	5.951593302	5.765063123	5.806214903	5.960314853	5.802349331	5.772825045	5.759815538	5.707015558	5.875357029	5.772825045	5.81028865	5.827323656	5.751705626	5.783704666	5.844692469	5.784915635	5.93284485	7.046265161	7.109330733	6.985823997	7.139855992	7.134112568	7.195965594	5.793836576	5.825273752	5.83392346	5.814387817	5.872685609	5.880644044	7.279039921	7.32069469	7.233612147	7.392285803	7.29829528	7.280259598	6.241566512	6.227195136	6.29270417	6.224976671
hsa-miR-1244	6.099370195	6.088084719	6.016573558	6.046762926	6.141727114	6.226765777	5.728711494	5.739389486	5.761767995	5.769463792	5.716412956	5.743342743	5.870012812	5.78619352	5.837740372	5.753850893	5.756831175	5.769743964	5.807186414	5.728059904	5.849291146	5.756172743	5.733132448	5.722254327	5.716529767	5.730063807	5.716702129	5.725378492	7.476729734	7.601587064	7.404112214	7.679624125	7.328246363	7.611249828	7.081412851	6.988360755	7.390071217	7.270769104	7.665601728	7.083096706	7.612849183	7.533782134	7.780873548	7.686457886	7.634365626	7.69418387	5.954327353	6.267273826	5.836349595	7.398777549
hsa-miR-1245	6.329397503	6.378572978	6.441690709	6.598558015	6.103693052	6.345428877	5.771097783	5.771097783	5.772038294	5.786818387	5.725789832	5.743342743	6.225438622	6.168385916	6.080090789	6.282696247	6.199516159	5.980002534	6.13802263	5.981144919	6.146798947	6.105961003	5.764040754	5.794465649	5.84344181	5.859478834	5.905482335	5.818993836	8.002536537	8.154145505	7.949537813	8.104339247	8.063577506	8.060428405	6.049158208	6.251859146	6.23540607	6.008972956	5.975399767	6.023293541	8.273761647	8.250658689	8.148439548	8.267532909	8.084326787	8.160675102	7.952645179	7.640068081	7.859770419	7.902583369
hsa-miR-1246	5.861792226	5.829965974	5.867878945	5.853889061	5.843058172	5.821827759	5.712360714	5.702967826	5.727075414	5.729883486	5.755062305	5.752678419	5.73585291	5.799832797	5.736803014	5.721791627	5.721926843	5.700972354	5.746937639	5.715774091	5.715774091	5.733825446	5.750732266	5.753327819	5.721315673	5.728675998	5.743158139	5.802600319	9.276978507	9.784553865	9.60538783	9.498750485	9.440939384	9.421259408	6.573237431	6.353694456	6.220633027	6.388831993	6.381803253	6.512099969	8.007920833	7.924769259	7.993840668	8.022327396	8.24194844	8.004647731	6.159237955	6.690053319	6.326671041	6.224976671
hsa-miR-1247	5.779976485	5.761081571	5.78859018	5.776317046	5.786157273	6.397055955	5.73171391	5.734966575	5.720145016	5.740867176	5.736256107	5.7154126	5.845254609	5.799832797	5.84859685	5.785788774	5.789078979	5.772825045	6.005155962	5.775300314	5.740345717	5.862022688	5.712922806	5.721377026	5.71432918	5.739752751	5.714927358	5.780493107	5.899195805	5.837597291	5.82481916	5.931925325	5.859331284	6.137182466	6.641169014	6.289103395	6.661791721	6.427936655	6.517442152	6.403550356	6.111883974	6.188096332	6.211897519	6.079244099	6.035453509	6.084267594	5.96749464	6.024536225	6.050111512	6.060956924
hsa-miR-1248	6.171129917	6.176514315	6.258280855	6.423680992	6.304443813	6.233540547	6.177205746	5.988339258	5.981925994	6.001103043	5.970901264	6.044058207	5.709676246	5.735171377	5.753264883	5.739191844	5.803303259	5.751231803	5.799780738	5.794471283	5.770200449	5.764846726	5.799371138	5.846501957	5.813708651	5.744986286	5.839105733	5.917184497	5.728495767	5.712373508	5.729320381	5.732275052	7.887934383	5.723471722	5.837594543	5.897566967	5.899555529	5.936136046	5.897566967	6.233188786	5.875470096	5.899811292	5.84689884	5.883307878	5.886489861	5.859659042	5.80337171	5.793362324	5.725083523	5.765011259
hsa-miR-1249	6.041905836	6.071555266	6.054228313	6.174883675	6.007384905	6.094243524	5.867842227	5.773255431	5.753760363	5.782178361	5.775118352	5.741923751	5.79188325	5.780559948	5.785075335	5.731037416	5.768231871	5.77690951	5.755489905	5.745230944	5.743658653	5.782360386	5.708862878	5.71703562	5.703674764	5.714068387	5.710783744	5.734331422	5.760785739	5.76284395	5.76284395	5.819578521	5.797126788	5.753286658	5.779587062	5.811750659	5.83392346	5.865981951	5.830856352	5.799476569	6.494666562	6.48201208	6.68654501	6.617989276	6.603696823	6.440961707	6.699402631	5.889996487	7.993748646	6.52174876
hsa-miR-1250	6.910910688	7.139629052	6.968414596	7.003068105	6.818193835	6.86028978	5.806787107	5.816525357	5.738899011	5.740867176	5.733164867	5.724994086	6.100590786	6.044793671	6.125397261	6.166084647	5.999494652	6.157485713	6.037995891	6.027953255	6.048182939	6.098129876	5.765270194	5.730182656	5.774293974	5.746066963	5.759228803	5.735189349	6.729514162	6.674081512	6.695119138	6.505687086	6.305921039	6.568470363	5.82632527	5.847123425	5.789016161	5.818162934	5.844161871	5.877787435	6.875729644	6.887909392	6.958091393	6.716052311	6.81965752	6.934737486	12.56307802	13.14668862	12.00786087	12.39171455
hsa-miR-1251	7.962846693	8.242141057	7.97340926	8.147161527	7.788390809	7.840724256	5.734966575	5.737253819	5.772038294	5.761767995	5.762532705	5.808293732	5.817132554	5.7847094	5.761746265	5.75980711	5.756831175	5.797144105	5.790238851	5.741976361	5.748498535	5.76885651	5.755859807	5.806262808	5.738457078	5.729964949	5.765721462	5.726341635	8.98225824	9.165306068	9.042891878	9.359915326	9.33955422	9.382787184	7.216531175	7.342825767	7.017895765	7.810992303	6.821105077	6.883134025	10.17304336	10.27786008	10.2410807	10.37312911	10.23680277	10.12572692	5.857212756	5.799443893	5.836349595	5.841665855
hsa-miR-1252	8.687054173	8.79411735	8.615598271	8.889731508	8.647577646	8.677249137	6.522868579	6.236817221	6.164369502	6.699826363	6.187509977	5.977926595	5.828059399	5.829029225	5.757510003	5.745378411	5.782235942	5.814002625	5.725243538	5.748724132	5.756651353	5.81028865	5.786768088	5.849662585	5.795415265	5.781781488	5.779985507	5.801015604	6.099576103	5.846381363	5.961392912	5.931925325	5.851636616	6.115032864	5.815691142	5.811556674	5.823646469	5.831978993	5.8064872	5.878583499	7.749261946	7.985326134	7.850141298	7.963335683	7.818801891	7.765928403	7.963641506	6.377343265	5.783593942	6.350027885
hsa-miR-1253	5.970060551	6.088084719	6.103693052	6.054679065	6.162263986	5.9688536	5.923579549	5.741855155	5.782465036	5.792937484	5.84708254	5.817458118	5.796921776	5.781585443	5.725632273	5.739261161	5.740837305	5.766662884	5.735703021	5.757510003	5.772825045	5.755718184	5.835154555	5.762756962	5.805540723	5.742685582	5.800406786	5.737541291	7.051966184	7.086611444	7.111317691	7.089808938	7.094488409	7.193306648	5.79917595	5.925155156	5.874242185	5.814387817	5.830856352	5.835749432	8.790149203	8.841719086	8.687999529	8.667376764	8.696033226	8.702550916	11.64591135	11.63482814	11.3714228	11.69431038
hsa-miR-1254	6.227939878	6.2500734	6.30662094	6.250341522	6.100113422	6.71693868	5.86619925	5.917645904	5.890470598	5.829426264	5.834616029	5.829914735	5.943103847	5.905693338	5.842485647	5.865192094	5.980002534	5.959155849	5.953600658	6.006278609	5.846508785	5.862022688	5.981983814	5.901310665	5.967640309	6.08103024	6.027153968	6.034580278	5.899195805	5.867386881	5.9498478	5.931925325	5.846381363	6.064908415	7.062925012	7.702985773	7.095798926	7.811915509	7.342569268	7.212228482	7.929708457	7.958510471	7.845444362	8.014909716	7.943448922	7.907347675	6.24201692	6.135433374	6.60337474	6.19601718
hsa-miR-1255a	5.88642593	5.840418744	5.794985718	5.853889061	5.827549609	5.808577059	6.739372105	6.566025991	6.317846735	6.671157464	6.173276386	6.407178754	9.387598267	9.439795596	9.340828619	9.518183848	9.547878027	9.540673327	9.475601779	9.468638463	9.547844392	9.553536315	5.967837816	6.0270943	6.003508763	5.923811589	5.951867146	5.9303322	6.382195672	6.412558014	6.324660702	6.528210404	6.470039497	6.406218356	6.564779647	6.958702954	6.796933741	6.529065521	6.555729689	6.178450401	7.132569426	7.106480976	7.194977222	7.353390604	7.204648917	7.127963619	5.748072976	5.836349595	5.699204034	5.857270901
hsa-miR-1255b	6.183271145	6.289608786	6.574799846	6.378572978	6.459492305	6.87436426	7.644138408	7.394798163	6.873925475	7.469281968	6.539765664	7.006063776	5.962124383	5.98070967	5.990463994	5.904147971	5.862022688	5.940239554	5.886485929	6.050711088	5.921323259	5.906054531	5.755597866	5.742605811	5.769459895	5.782174297	5.785813646	5.770901588	6.040553043	6.024856835	5.968193209	6.205290279	6.200404218	6.064908415	10.32128922	10.51477154	9.315281584	9.609209454	10.84072545	10.47046395	6.322178413	6.085005194	6.164380415	6.400752719	6.309111832	6.270601105	9.321514298	8.363604593	10.05477925	8.896155153
hsa-miR-1256	7.016713279	6.936537502	6.968568561	6.879478762	6.829614586	6.551929928	5.725789832	5.714199294	5.738899011	5.724994086	5.795174399	5.736707863	5.772404082	5.799832797	5.81527431	5.88202454	5.809178181	5.897187074	5.775300314	5.82459848	5.772825045	5.841227967	6.05294514	6.18072683	6.045784085	6.00335499	6.149463955	6.099481118	6.040553043	6.024856835	5.968193209	6.205290279	6.200404218	6.064908415	6.234691626	6.063937579	6.071149094	6.21224379	6.184761736	6.439783644	6.322178413	6.085005194	6.164380415	6.400752719	6.309111832	6.270601105	10.00570771	9.826791216	9.39423556	8.976743585
hsa-miR-1257	8.37934142	9.217331236	8.773660589	8.809472772	9.563338924	9.075679175	6.560180796	6.676653021	6.720683424	6.525778114	6.369617638	6.627307501	5.778060986	5.776360666	5.781893557	5.801908084	5.868326944	5.867101302	5.821882694	5.821691802	5.80085052	5.832792094	5.780832476	5.72935491	5.785801041	5.724879254	5.76759141	5.772609188	6.762000948	6.815282865	6.800259194	6.793772273	6.483017536	6.83647744	5.818162934	5.880793002	5.880644044	5.890714807	5.872685609	5.828151258	7.632336443	7.569167377	7.804084004	7.653390045	7.536514419	7.735224629	13.23493026	13.07232172	12.55167918	11.45956172
hsa-miR-1258	5.846375706	5.811134602	5.789852409	5.811134602	5.890588034	5.843058172	6.30467768	6.060534065	5.770589305	6.20397171	5.975701896	5.796597648	5.772404082	5.77357768	5.757510003	5.802349331	5.817527539	5.74303249	5.802349331	5.775300314	5.813771545	5.819725172	5.778612418	5.713408235	5.837883669	5.922036398	5.778034053	5.848749301	5.968560241	5.928557375	5.924079761	6.134265518	6.107206492	5.996730862	7.010668576	6.162767228	5.924126314	6.041176449	6.189581831	6.97959979	6.867212887	6.837535876	6.819353643	6.926180235	6.810598952	6.863510444	9.519150986	9.454335656	9.194014386	8.65317485
hsa-miR-1259_v15.0	6.745839969	6.78670278	6.623153323	6.77137695	6.926689028	6.695690616	5.792937484	5.780497976	5.823358643	5.743342743	5.728711494	5.825321996	6.25635944	6.425294099	6.050097265	6.30301037	6.104922893	6.221346466	6.040407231	6.359012787	6.055558482	6.129394068	5.733692755	5.774220361	5.760402624	5.743312419	5.76416706	5.760117609	7.254560914	7.603877232	7.331966349	7.179416434	7.331966349	7.456290012	5.89374645	5.847123425	5.789016161	5.898462608	5.813793782	5.815290146	7.477024657	7.512353715	7.433176881	7.526116162	7.536514419	7.552613127	5.823907806	5.846787979	5.806295335	5.748792797
hsa-miR-125a-3p	8.095571817	8.048894452	7.929701095	8.254200993	7.990055573	7.820656412	5.969443499	5.972433739	5.988861733	5.815387418	5.781658648	5.928205555	6.049977218	6.006938512	5.828189128	5.825456439	5.843946704	5.860502774	5.778229136	5.799949397	5.900749522	5.804740099	5.795279241	5.784625275	5.77435701	5.803924719	5.740220185	5.745784623	8.603442727	7.949537813	8.414123522	6.726111326	6.678783123	6.716426141	5.85608245	5.831410838	5.795617923	5.808888761	5.804085639	5.85608245	5.918652628	5.873294861	5.857406983	5.897019849	5.897019849	5.899811292	5.869613067	5.793362324	5.846787979	5.839490334
