Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1	coefficient.2	tvalue.2	pvalue.2	coefficient.3	tvalue.3	pvalue.3	coefficient.4	tvalue.4	pvalue.4
0	70	48.000000	5.000000	1.340844	2.778050	10.178305	5.034705e-13	0.053906	1.280907	0.207092	-0.025792	-1.121446	0.268322	0.420521	0.913146	0.366257	1.433957	0.642865	0.523725
0	71	48.000000	5.000000	0.997482	5.792680	17.301737	5.481603e-21	0.009371	0.181527	0.856807	-0.054502	-1.931870	0.059982	-0.098960	-0.175181	0.861760	-0.513518	-0.187678	0.852012
0	72	48.000000	5.000000	0.687667	3.149580	11.438415	1.252462e-14	0.033985	0.800463	0.427843	-0.012581	-0.542215	0.590469	0.631815	1.359943	0.180936	-1.128257	-0.501383	0.618659
0	73	48.000000	5.000000	0.973952	2.631931	5.255695	4.364053e-06	0.047297	0.612543	0.543405	-0.026702	-0.632778	0.530230	-1.455151	-1.722190	0.092222	5.237616	1.279786	0.207482
0	74	48.000000	5.000000	0.979413	5.999095	18.802376	2.307235e-22	-0.033287	-0.676615	0.502274	-0.039724	-1.477555	0.146814	-0.650612	-1.208555	0.233438	2.628793	1.008165	0.319015
0	75	48.000000	5.000000	1.279923	6.024858	32.554653	6.262852e-32	-0.053625	-1.879217	0.067003	0.021454	1.375762	0.176019	-0.089777	-0.287507	0.775106	-0.568269	-0.375724	0.708970
0	76	48.000000	5.000000	1.239036	6.966909	15.976280	1.074571e-19	-0.037708	-0.560809	0.577839	-0.042002	-1.143046	0.259344	0.540058	0.733996	0.466935	2.675608	0.750769	0.456881
0	77	48.000000	5.000000	0.463474	8.365598	24.881521	3.685099e-27	-0.060419	-1.165461	0.250257	0.001537	0.054246	0.956990	-0.294547	-0.519220	0.606269	-0.396407	-0.144268	0.885963
0	78	48.000000	5.000000	1.993441	6.607411	19.498695	5.671816e-23	-0.120519	-2.306619	0.025959	-0.016129	-0.564874	0.575095	-0.707318	-1.237104	0.222762	-0.033457	-0.012081	0.990417
0	79	48.000000	5.000000	0.800662	7.111879	32.130295	1.077310e-31	-0.042984	-1.259447	0.214662	-0.008297	-0.444850	0.658659	-0.289824	-0.776037	0.441975	-0.461221	-0.254969	0.799962
0	80	48.000000	5.000000	1.223852	6.538177	13.393358	6.081132e-17	-0.034613	-0.459849	0.647941	0.069445	1.688235	0.098607	-0.599643	-0.728019	0.470548	4.787957	1.200138	0.236656
0	81	48.000000	5.000000	0.321497	4.221035	3.933614	0.000300	0.085955	0.519504	0.606073	0.005666	0.062668	0.950322	0.426932	0.235803	0.814705	5.605587	0.639208	0.526079
0	82	48.000000	5.000000	2.000876	5.288251	17.529085	3.347507e-21	0.033182	0.713342	0.479488	-0.034294	-1.349027	0.184390	-1.261200	-2.477699	0.017229	2.992981	1.213946	0.231394
0	83	48.000000	5.000000	1.142463	2.871810	6.685668	3.676678e-08	0.035981	0.543260	0.589756	-0.049487	-1.367210	0.178664	1.021403	1.409300	0.165938	-3.272013	-0.932078	0.356500
0	84	48.000000	5.000000	0.676208	4.114073	9.217275	9.648565e-12	0.039309	0.571179	0.570852	-0.030686	-0.815885	0.419063	0.602141	0.799551	0.428366	1.467328	0.402259	0.689486
0	85	48.000000	5.000000	4.707027	4.100291	13.612460	3.447597e-17	-0.033809	-0.727952	0.470588	0.021594	0.850786	0.399601	0.402234	0.791440	0.433032	-9.381916	-3.811199	0.000436
