6.785613458	6.667584064	6.698008378	6.867173359	6.858911057	6.630452374	7.258542111	6.909362629	6.787325291	7.197601304	6.680030718	6.947850739	6.063054185	6.124963872	5.865192094	5.828059399	5.764887976	5.807501956	5.863858454	5.929050923	5.793502676	5.799832797	5.745623331	5.744798935	5.748119168
6.515162913	6.859589629	6.649826183	6.749252196	6.802472428	6.720013923	5.849884953	6.093283171	6.426921072	5.956280257	6.371370065	6.293819006	5.912770298	5.886769944	5.84692093	5.785788774	5.736299815	5.800502316	5.770220157	5.745667724	5.759972698	5.761056965	5.8389222	6.073884468	6.030469002
5.815840855	5.834148617	5.828718566	5.828718566	5.807583004	5.82812974	5.745150737	5.861440105	5.823358643	5.772038294	5.787584599	5.861440105	5.93123901	5.820406155	5.874866578	5.846917975	5.902685506	5.980944296	5.860523322	5.90240933	5.867858414	5.889892909	5.811901324	5.764804166	5.784857404
8.79601193	9.261095434	8.966000111	8.392996269	8.481765017	9.025577396	5.745150737	5.720533309	5.753351764	6.083015813	5.782465036	5.771097783	6.579226768	6.53222069	6.629898631	6.673005579	6.620982281	6.599222882	6.599684743	6.66437772	6.579001112	6.52808791	5.867222645	5.740892304	5.746418919
5.856346998	5.845751194	5.836907325	5.844951022	5.843311121	5.843931138	5.762824357	5.728141667	5.757137036	5.927108898	6.442406148	6.608724562	6.199516159	6.688483564	6.560587852	6.562878652	6.524999337	6.832151704	6.457657909	5.863262378	6.331740613	5.862022688	5.737670788	5.719049148	5.722680682
5.960923781	5.997590149	5.995048148	6.12594285	6.14729148	6.050651994	5.73171391	5.764514506	5.742235778	5.753351764	5.782465036	5.825321996	5.776136109	5.828412418	5.869173604	5.880363938	5.868326944	5.836513652	6.346806274	5.923137093	5.850330285	5.87949447	5.722227584	5.710151818	5.693275652
6.297019553	6.201271634	6.310280456	6.307361693	6.270222379	6.071110468	5.71880901	5.759692475	5.750117434	5.720145016	5.733164867	5.722031857	6.313231197	6.187945386	6.336099599	6.231660715	6.159017478	6.088411659	6.339210669	6.158891283	6.134786749	6.226987077	5.731055325	5.711101937	5.708031838
5.810123873	5.834148617	5.858974684	5.811134602	6.083862028	5.808577059	5.70838708	5.816525357	5.753351764	5.743342743	5.84708254	5.771097783	5.81028865	5.846508785	5.786689515	5.770189052	5.789078979	5.793502676	5.759815538	5.798657601	5.793502676	5.764887976	5.868304991	6.070211868	5.846637417
6.089918173	6.270856577	6.284478299	6.325486853	6.269179092	6.549873974	5.766065949	5.836179549	5.797698469	5.802620256	5.791422325	5.816416727	5.81028865	5.748724132	5.777026919	6.079026926	5.817527539	5.837452338	5.829029225	6.03470129	5.9822864	6.043784697	5.721875201	5.742343046	5.768257627
12.07920413	12.02627553	12.22011119	12.03582714	12.10234203	12.14291536	12.94546623	12.576592	13.47302361	13.10195474	12.91291224	13.47302361	5.81028865	5.743357814	5.786689515	5.802349331	5.772825045	5.755350443	5.802349331	5.757510003	5.772825045	5.782235942	6.847975969	6.444071678	6.640408395
7.757610947	7.889959016	7.799766036	7.623209456	7.719900813	7.984369877	6.715086845	6.601725593	6.626933746	6.880832603	6.415462119	6.743675811	5.762567749	5.775410426	5.827166099	5.84847737	5.875989666	5.801525846	5.813751552	6.345705649	5.865799341	5.854712861	5.746775201	5.858061181	5.864571102
5.977136039	5.880568468	5.927862999	5.982986791	5.916122671	5.91058178	5.881345794	5.85736757	5.912806296	5.775086215	5.81321596	5.991341208	5.760564107	5.725948013	5.725632273	5.749614652	5.733944708	5.767818014	5.74375128	5.74892786	5.772825045	5.758030694	6.607099415	6.383079408	6.386980602
6.488031921	6.757319914	6.516547081	6.356794755	6.389732406	6.585569715	5.771097783	5.816525357	5.742235778	5.792937484	5.795174399	5.743342743	9.42671216	9.40840677	9.587657654	9.610532813	9.797080436	9.654928792	9.589001114	9.190922092	9.629948696	9.339767612	5.848186841	5.73172478	5.742715335
7.025455905	7.22700247	7.10329289	6.786183426	6.872424637	7.211362455	5.761888101	5.736784533	5.751564111	5.736110197	5.735283325	5.737603661	5.929050923	5.863858454	5.736803014	5.72644272	5.740837305	5.715774091	5.889656447	5.798657601	5.72644272	5.81028865	7.277898126	7.721566838	7.294081928
6.177089488	6.051173706	6.124672357	6.013323847	5.878757601	5.889428168	5.806787107	5.917788343	6.050043664	5.761767995	5.825321996	6.005143793	5.759200196	5.781585443	6.030349311	5.785788774	5.740837305	5.737470797	5.802349331	5.82459848	5.756651353	5.733825446	5.718086514	5.754367346	5.718641438
5.902135057	6.195314995	5.955433712	6.397055955	6.162263986	6.103693052	6.742187542	6.861293033	6.433554132	6.390493718	6.709249963	6.864325124	5.796921776	5.72705211	5.745378411	5.817527539	5.756651353	5.755350443	5.81028865	5.775300314	5.793502676	5.74745751	5.73108437	5.760573333	5.741622889
5.78457389	5.78457389	5.775248853	5.806131922	5.943600942	5.848323975	6.297206677	5.783239791	5.804108331	6.274736098	5.778273205	5.855944562	5.744534924	5.763442453	5.768944084	5.794069053	5.721500193	5.766662884	5.792794482	5.772895522	5.78932976	5.768977063	5.81781302	5.742755212	5.780386245
6.50113216	6.33964025	6.264264715	6.261266887	7.914832406	6.308771307	6.097155984	6.247500381	6.437235363	6.223824605	6.154430954	6.316910545	5.945078381	5.828412418	5.791779963	5.802226627	5.834627382	5.83873633	5.789423139	5.823627225	5.756585381	5.782360386	7.693290948	8.420601398	7.162398109
5.956593343	5.971375443	5.977136039	5.878939698	5.943600942	5.879855304	6.10179814	6.248712574	5.917788343	5.818422124	5.84708254	6.015552678	5.751533358	5.838237595	5.721909286	5.712071456	5.745970043	5.762080156	5.737794815	5.716729139	5.740345717	5.703937461	6.414329613	6.26998288	6.43104053
6.159432373	6.140121166	6.103693052	6.038407393	6.141727114	6.122593031	5.846357623	5.935018135	5.844913319	5.956269375	6.054463743	5.901858241	8.732139181	8.777885441	7.754497885	7.71521849	7.759832767	7.91313879	7.841354726	7.84857083	7.562178872	7.863050579	5.754367346	5.765404695	5.733060653
7.16983956	7.167332556	7.00646416	7.364789568	7.16314451	6.951185292	5.745150737	5.764514506	5.745752732	5.772038294	5.736256107	5.736707863	5.706815726	5.744153887	5.731056822	5.752007249	5.726584116	5.737777269	5.720508815	5.787818393	5.757513965	5.869196867	6.159012884	6.042560827	6.062052807
6.82593822	6.732120336	6.904270471	6.908701735	6.690075947	6.878952809	6.143423511	5.967908025	5.987204609	6.07708076	5.840844171	5.89077067	5.697474082	5.764887976	5.700006715	5.770189052	5.72705211	5.74303249	5.735703021	5.740345717	5.72644272	5.733825446	6.079520384	5.829626379	5.853610341
6.154546439	6.11565018	6.017393158	5.829245855	5.929284998	6.07841957	5.81110882	5.775138542	5.823358643	6.064098287	5.733164867	5.733164867	5.789078979	5.715774091	5.81527431	5.739261161	5.695151048	5.704603641	5.727687021	5.720061321	5.764887976	5.740345717	6.281873952	6.148532585	6.145360146
7.413001221	7.414261765	7.490661102	7.524744341	7.594749399	7.376535558	5.877300023	6.003108999	5.936612019	5.839433738	6.028111006	6.1358728	5.782989773	5.757510003	5.757510003	5.793502676	5.809178181	5.759815538	5.785343603	5.757510003	5.772825045	5.782235942	5.718056494	5.725437998	5.724764065
5.967457401	5.976957372	5.934082168	5.881424175	5.938947477	6.036498114	5.917788343	5.977926595	5.986738502	5.873032961	5.968286013	5.928850802	5.72644272	5.708538211	5.799832797	5.770189052	5.715948276	5.732522048	5.785343603	5.707015558	5.733825446	5.722281133	5.741231662	5.75134618	5.775561623
6.524794387	6.486489931	6.232758016	6.181730718	6.162263986	5.942543577	5.849884953	5.881224824	6.083015813	5.818422124	6.125666079	5.951593302	5.741755902	5.716253444	5.742021238	5.713707537	5.778517274	5.737777269	5.713647779	5.720312736	5.723706028	5.773561959	5.995502599	5.87194759	5.795201767
8.353686795	8.399259592	8.290096943	8.285054035	8.23867949	8.291699492	6.83864669	6.748717863	6.704444951	6.515002672	6.387255914	6.618959934	5.688792717	5.707015558	5.740345717	5.745378411	5.72705211	5.786689515	5.725243538	5.748724132	5.740345717	5.690228664	5.818020971	5.76272302	5.715871264
