symbol	GSM2226789	GSM2774696	GSM1855320	GSM2774692	GSM2774693	GSM2477391	GSM2700242	GSM2195412	GSM2195413	GSM2700241	GSM2226790	GSM2226787	GSM3936839	GSM2700245	GSM3685851	GSM1855317	GSM3685848	GSM1855318	GSM2195415	GSM3685853	GSM2477390	GSM2774694	GSM2700244	GSM2195410	GSM3936840
ABCG5	3.239910215	2.674229479	2.202493001	3.030287325	3.058410101	3.301405962	3.373243939	2.729791045	3.322222629	3.703187957	2.779650799	3.104653642	2.689798592	2.793677681	2.58403337	3.045284964	3.123719792	2.540185565	3.227607236	2.871266986	3.401550124	3.11232512	3.193634929	3.806697128	2.901199721
ABCG8	4.611015937	3.708284512	3.953868574	3.693388427	4.417365328	4.381512554	4.827585116	4.469180943	4.463763024	3.947346523	4.183869374	4.547215513	4.196703052	4.333420474	3.677269548	3.448707517	4.154447224	4.505234622	4.553362717	4.507391353	4.142938253	4.623896193	4.05875231	4.25444777	4.861926017
ABHD1	3.688868499	4.137825765	4.397134049	3.969244922	3.509478131	3.933790855	4.07321617	3.779856032	3.485873513	3.700236862	3.883781406	4.070536588	3.887446749	3.945998614	4.232810816	4.183689823	3.845190921	3.660259899	4.014217193	3.923750645	4.001460779	3.684909091	3.827630422	4.334087323	4.22796067
ABHD10	6.564386199	6.870222375	6.354797172	6.819435737	7.152167095	6.018100518	6.395699636	6.733673435	6.367499781	6.300490639	6.585113997	6.004639818	7.17037819	6.469410365	7.165479469	6.333590697	7.01154873	6.602621873	6.787229138	6.493525781	6.744434808	6.943892666	6.270584608	6.897515241	6.630197608
ABHD11	6.135884587	6.030753409	6.226270288	6.047382608	6.016600605	6.165170568	6.313773424	6.216714947	6.199443854	6.189337528	6.09598379	5.907341724	5.676800661	6.119014747	6.033775309	6.056358887	6.274614938	6.242585048	6.170319159	6.151188133	5.794696423	5.922417528	6.149636659	6.210671767	5.847374715
ABHD12	5.065153278	4.570381376	4.786736887	4.735313675	5.394912457	4.95972074	4.818625933	5.211009734	5.2188852	4.882667837	5.437173084	4.776574727	5.350520721	5.173826799	4.908045552	5.183875576	4.81688197	4.242435269	5.382449827	4.746640677	5.125908059	4.506157512	5.170104017	4.459463835	5.022875789
ABHD12B	2.403979141	2.411464231	2.171104443	2.618637516	2.450838463	2.476691164	2.564382238	2.43682592	2.149319018	2.562649072	2.429077134	2.276712918	2.457376696	2.527991625	2.263755742	2.385039754	2.486248958	2.627945276	2.439648997	2.239155784	2.398102372	2.256183632	2.360763622	2.670542332	2.281124995
ABHD13	4.53726784	5.394810833	3.628759012	5.118227283	5.410681074	4.425457965	4.66944649	4.433625572	4.191700745	4.532106532	4.090609622	4.418375116	5.622345287	5.472395182	5.825989669	4.77376714	5.079622439	4.226975702	4.545532691	4.218773431	4.712856797	5.602559735	4.174148813	4.619364011	4.052779092
ABHD14A	6.945536634	6.776168066	7.268470917	6.880106232	6.727588788	7.080103256	6.488945551	7.164283465	7.003970089	6.871060634	7.157572077	6.859169532	7.23466776	6.897115977	6.747123553	7.306112294	6.843688624	6.751005425	7.004872052	7.270181297	7.346664922	6.845639552	7.16148226	6.995423041	7.173141287
ABHD14A-ACY1	5.210400682	5.077004816	6.20237196	5.570083764	5.568648797	5.558587034	5.223139505	5.570428071	5.49880504	5.766157319	5.510599309	5.326481935	5.122347609	5.027639945	5.303249477	5.549869131	4.71885645	5.30608486	5.381511214	5.563111668	5.374204031	5.161315699	5.768077312	5.38564451	5.520910183
ABHD14B	7.363647678	7.211119474	7.351934586	6.981527845	7.069020101	7.397919714	7.042617255	7.465971934	7.552073907	7.186390211	7.479188117	7.427593082	7.196620094	7.092067642	6.861437789	7.723884086	6.843876064	7.409030613	7.387329563	7.751922559	7.539349182	6.949794724	7.695918169	7.368718696	7.58662354
ABHD15	5.772907862	5.174106444	5.980270472	5.929159828	5.550575238	5.69797334	5.337599174	6.125516095	5.716649349	5.907781207	5.848938068	5.401255767	5.743330399	5.263948161	5.690607054	5.670842351	5.532618916	6.285813267	6.217972859	5.695463858	6.167716717	5.768831741	5.889505365	5.832768201	5.513286912
ABHD16A	6.504161284	6.262043902	5.860688594	6.088383896	6.064137962	6.045371242	6.183229321	6.172765312	6.139134197	6.285077029	5.97876288	6.233589841	6.184726173	5.928200932	6.040609954	5.968049385	6.273802041	6.106679834	6.050789685	5.984310453	6.301775639	6.139084118	5.974320412	5.83139137	6.270980405
ABHD16B	3.363852162	3.469868961	4.27239745	3.631928395	3.272417886	3.462354218	4.024939065	3.799715378	3.358716053	3.981918205	3.241717178	3.738549668	2.892029276	3.311381033	4.298051606	3.853469895	4.02904702	3.912393818	3.795231359	3.899290205	3.52556698	4.273812517	3.336609695	2.693873619	2.472030702
ABHD17A	10.17037585	9.964797674	10.6113871	10.08186317	10.03400051	10.34985416	9.767163584	10.11561553	10.55239574	10.20250238	10.58699105	10.33039895	10.34743446	9.821671449	9.976106915	10.23087095	10.16163898	10.26425261	10.36377931	10.36238902	10.57670967	10.1232668	10.46786354	9.907909306	10.27057947
ABHD17B	4.973435476	5.517773339	5.299334253	5.202536254	5.371972275	5.328943496	4.980941919	5.640394664	5.348136707	5.404748483	5.475323781	5.032025267	5.073420002	5.285436058	5.850683335	5.473191104	4.826170167	5.561716135	4.78650375	5.041209527	5.90620572	5.182792478	5.401537344	6.238164002	4.516241613
ABHD17C	4.893276423	4.762852026	4.685208691	5.411538469	4.935023261	5.255224666	6.145964788	4.707917383	4.46032629	4.903209341	4.910955422	4.30092039	4.678019384	4.765796285	4.606577619	5.082305166	4.370787392	4.749892562	4.160083334	4.662410472	4.935799046	4.437708629	4.515554924	4.648915695	4.065289033
