##The total sample size of case group is 25.
##The total sample size of control group is 25.
Marker1	Marker2	group1_pearson	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_pearson	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
0	73	0.520554	0.157894	0.759475	2.923875	25	0.213201	-0.031932	-0.421748	0.367847	-0.153219	25	0.213201	2.019964	0.043387
0	74	0.374653	-0.024044	0.670526	1.937920	25	0.213201	0.537746	0.181086	0.769399	3.058850	25	0.213201	-0.687052	0.492050
0	75	0.314394	-0.092197	0.631127	1.588318	25	0.213201	0.329478	-0.075487	0.641145	1.673568	25	0.213201	-0.055816	0.955488
0	76	0.525193	0.164113	0.762164	2.959800	25	0.213201	0.393984	-0.001366	0.682821	2.055756	25	0.213201	0.553801	0.579715
0	77	-0.100488	-0.476697	0.306833	-0.484375	25	0.213201	0.674380	0.380685	0.844485	4.380126	25	0.213201	-3.049844	0.002290
0	78	0.158231	-0.252707	0.520806	0.768529	25	0.213201	0.798313	0.588959	0.907261	6.357195	25	0.213201	-3.098963	0.001942
0	79	-0.139710	-0.506866	0.270352	-0.676662	25	0.213201	0.589413	0.253259	0.798565	3.499147	25	0.213201	-2.710993	0.006708
0	80	-0.099539	-0.475957	0.307700	-0.479757	25	0.213201	0.298758	-0.109280	0.620630	1.501363	25	0.213201	-1.353269	0.175970
0	81	0.579359	0.238916	0.792966	3.408908	25	0.213201	0.418836	0.028398	0.698391	2.212036	25	0.213201	0.713797	0.475353
0	82	-0.281796	-0.609110	0.127543	-1.408529	25	0.213201	0.053768	-0.348779	0.439566	0.258236	25	0.213201	-1.139102	0.254661
0	83	-0.264114	-0.596952	0.146291	-1.313276	25	0.213201	-0.207955	-0.557299	0.203940	-1.019607	25	0.213201	-0.197314	0.843582
0	84	-0.066177	-0.449559	0.337794	-0.318069	25	0.213201	0.113642	-0.294730	0.486915	0.548560	25	0.213201	-0.598346	0.549609
0	85	0.024966	-0.373860	0.415999	0.119768	25	0.213201	0.270627	-0.139419	0.601448	1.348188	25	0.213201	-0.837677	0.402212
0	86	0.385903	-0.010896	0.677701	2.006120	25	0.213201	-0.127543	-0.497602	0.281796	-0.616710	25	0.213201	1.775117	0.075879
0	87	-0.398367	-0.685586	-0.003832	-2.082909	25	0.213201	0.606863	0.278511	0.808199	3.661787	25	0.213201	-3.733345	0.000189
0	88	0.141441	-0.268714	0.508177	0.685217	25	0.213201	-0.124382	-0.495182	0.284751	-0.601182	25	0.213201	0.886949	0.375107
0	89	-0.164151	-0.525222	0.247007	-0.798068	25	0.213201	0.628389	0.310299	0.819936	3.874085	25	0.213201	-2.999554	0.002704
0	90	0.506567	0.139315	0.751318	2.817683	25	0.213201	0.287942	-0.120957	0.613300	1.441993	25	0.213201	0.868225	0.385271
0	91	-0.014432	-0.407247	0.382889	-0.069222	25	0.213201	0.588328	0.251704	0.797962	3.489291	25	0.213201	-2.286938	0.022199
0	92	-0.346006	-0.652002	0.056913	-1.768630	25	0.213201	-0.100797	-0.476938	0.306550	-0.485879	25	0.213201	-0.861524	0.388950
0	93	-0.158158	-0.520752	0.252776	-0.768170	25	0.213201	0.582847	0.243876	0.794913	3.439946	25	0.213201	-2.740399	0.006136
0	94	-0.029707	-0.419915	0.369771	-0.142533	25	0.213201	0.301860	-0.105910	0.622721	1.518503	25	0.213201	-1.131899	0.257677
0	95	0.267625	-0.142591	0.599379	1.332074	25	0.213201	0.282670	-0.126609	0.609707	1.413273	25	0.213201	-0.053986	0.956946
