Marker1	Marker2	Correlation	Lower	Upper	t-statistic
hsa-miR-106b	hsa-miR-1237	-0.274147	-0.513327	0.004553	-1.975010
hsa-miR-106b	hsa-miR-1238	-0.062440	-0.334970	0.219732	-0.433440
hsa-miR-106b	hsa-miR-124	0.014270	-0.265136	0.291465	0.098873
hsa-miR-106b	hsa-miR-124*	-0.252675	-0.496133	0.027620	-1.809293
hsa-miR-106b	hsa-miR-1243	-0.180740	-0.437103	0.102783	-1.273175
hsa-miR-106b	hsa-miR-1244	0.316470	0.041800	0.546667	2.311367
hsa-miR-106b	hsa-miR-1245	-0.262489	-0.504016	0.017114	-1.884659
hsa-miR-106b	hsa-miR-1246	-0.092545	-0.361583	0.190721	-0.643934
hsa-miR-106b	hsa-miR-1247	0.655331	0.461086	0.789642	6.010871
hsa-miR-106b	hsa-miR-1248	-0.020789	-0.297421	0.259063	-0.144063
hsa-miR-106b	hsa-miR-1249	-0.129529	-0.393688	0.154390	-0.905031
hsa-miR-106b	hsa-miR-1250	-0.297351	-0.531696	-0.020713	-2.157705
hsa-miR-106b	hsa-miR-1251	0.056868	-0.225047	0.329997	0.394633
hsa-miR-106b	hsa-miR-1252	-0.170493	-0.428510	0.113233	-1.198764
hsa-miR-106b	hsa-miR-1253	-0.234356	-0.481311	0.047067	-1.670179
hsa-miR-106b	hsa-miR-1254	0.565523	0.340820	0.729104	4.750696
hsa-miR-106b	hsa-miR-1255a	-0.260111	-0.502110	0.019665	-1.866347
hsa-miR-106b	hsa-miR-1255b	0.590710	0.373824	0.746345	5.072057
hsa-miR-106b	hsa-miR-1256	-0.146585	-0.408279	0.137373	-1.026659
hsa-miR-106b	hsa-miR-1257	-0.322148	-0.551084	-0.048110	-2.357592
hsa-miR-106b	hsa-miR-1258	-0.071528	-0.343050	0.211026	-0.496833
hsa-miR-106b	hsa-miR-1259_v15.0	-0.281224	-0.518954	-0.003116	-2.030319
hsa-miR-106b	hsa-miR-125a-3p	-0.280481	-0.518363	-0.002308	-2.024491
hsa-miR-106b	hsa-miR-125a-5p	-0.266640	-0.507338	0.012652	-1.916728
hsa-miR-106b	hsa-miR-125b	-0.201830	-0.454641	0.081078	-1.427698
hsa-miR-106b	hsa-miR-125b-1*	-0.276430	-0.515145	0.002082	-1.992818
hsa-miR-106b	hsa-miR-125b-2*	-0.162667	-0.421916	0.121172	-1.142203
hsa-miR-106b	hsa-miR-126	-0.298050	-0.532246	-0.021479	-2.163269
hsa-miR-106b	hsa-miR-126*	-0.114341	-0.380581	0.169403	-0.797410
hsa-miR-106b	hsa-miR-1260	0.025004	-0.255124	0.301260	0.173288
hsa-miR-106b	hsa-miR-1261	-0.292612	-0.527962	-0.015524	-2.120069
hsa-miR-106b	hsa-miR-1262	-0.260628	-0.502524	0.019111	-1.870321
hsa-miR-106b	hsa-miR-1263	-0.083264	-0.353426	0.199717	-0.578882
hsa-miR-106b	hsa-miR-1264	0.827073	0.712826	0.898561	10.194251
hsa-miR-106b	hsa-miR-1265	0.213329	-0.069129	0.464122	1.512809
hsa-miR-106b	hsa-miR-1266	0.807432	0.682464	0.886535	9.482080
hsa-miR-106b	hsa-miR-1267	-0.168425	-0.426770	0.115335	-1.183794
hsa-miR-106b	hsa-miR-1268	-0.157098	-0.417207	0.126800	-1.102090
hsa-miR-106b	hsa-miR-1269	0.126670	-0.157226	0.391228	0.884720
hsa-miR-106b	hsa-miR-127-3p	-0.209845	-0.461255	0.072758	-1.486955
hsa-miR-106b	hsa-miR-127-5p	-0.223678	-0.472606	0.058304	-1.589975
hsa-miR-106b	hsa-miR-1270	-0.461453	-0.655597	-0.210086	-3.603665
hsa-miR-106b	hsa-miR-1271	0.309325	0.033891	0.541089	2.253595
hsa-miR-106b	hsa-miR-1272	-0.404299	-0.613599	-0.141918	-3.062522
hsa-miR-106b	hsa-miR-1273	-0.425110	-0.629029	-0.166454	-3.253906
hsa-miR-106b	hsa-miR-1274a	0.663061	0.471783	0.794734	6.136833
hsa-miR-106b	hsa-miR-1274b	-0.380132	-0.595477	-0.113823	-2.847376
hsa-miR-106b*	hsa-miR-107	-0.320360	-0.549695	-0.046120	-2.343007
hsa-miR-106b*	hsa-miR-10a	-0.166404	-0.425068	0.117385	-1.169183
hsa-miR-106b*	hsa-miR-10a*	-0.372676	-0.589841	-0.105240	-2.782414
hsa-miR-106b*	hsa-miR-10b	-0.263913	-0.505157	0.015584	-1.895653
hsa-miR-106b*	hsa-miR-10b*	-0.329295	-0.556627	-0.056083	-2.416177
hsa-miR-106b*	hsa-miR-1178	-0.373441	-0.590420	-0.106119	-2.789050
hsa-miR-106b*	hsa-miR-1179	-0.076003	-0.347015	0.206722	-0.528095
hsa-miR-106b*	hsa-miR-1180	-0.304010	-0.536926	-0.028029	-2.210883
hsa-miR-106b*	hsa-miR-1181	-0.492977	-0.678258	-0.248760	-3.925611
hsa-miR-106b*	hsa-miR-1182	-0.339443	-0.564462	-0.067465	-2.500172
hsa-miR-106b*	hsa-miR-1183	-0.343758	-0.567782	-0.072326	-2.536182
hsa-miR-106b*	hsa-miR-1184	-0.309562	-0.541274	-0.034152	-2.255501
hsa-miR-106b*	hsa-miR-1185	-0.286275	-0.522956	-0.008609	-2.070008
hsa-miR-106b*	hsa-miR-1197	-0.395744	-0.607209	-0.131924	-2.985533
hsa-miR-106b*	hsa-miR-1200	-0.451882	-0.648646	-0.198497	-3.509485
hsa-miR-106b*	hsa-miR-1201_v15.0	-0.416178	-0.622426	-0.155884	-3.171033
hsa-miR-106b*	hsa-miR-1202	-0.389447	-0.602488	-0.124602	-2.929456
hsa-miR-106b*	hsa-miR-1203	-0.398707	-0.609425	-0.135379	-3.012091
hsa-miR-106b*	hsa-miR-1204	-0.408606	-0.616805	-0.146969	-3.101642
hsa-miR-106b*	hsa-miR-1205	-0.348421	-0.571361	-0.077594	-2.575307
hsa-miR-106b*	hsa-miR-1206	-0.441029	-0.640725	-0.185441	-3.404525
hsa-miR-106b*	hsa-miR-1207-3p	-0.409720	-0.617634	-0.148278	-3.111806
hsa-miR-106b*	hsa-miR-1207-5p	-0.389959	-0.602872	-0.125196	-2.933989
hsa-miR-106b*	hsa-miR-1208	-0.315419	-0.545848	-0.040635	-2.302845
hsa-miR-106b*	hsa-miR-122	-0.197891	-0.451380	0.085152	-1.398692
hsa-miR-106b*	hsa-miR-122*	-0.288630	-0.524818	-0.011175	-2.088577
hsa-miR-106b*	hsa-miR-1224-3p	-0.396448	-0.607735	-0.132744	-2.991829
hsa-miR-106b*	hsa-miR-1224-5p	-0.410989	-0.618576	-0.149770	-3.123393
hsa-miR-106b*	hsa-miR-1225-3p	-0.366488	-0.585148	-0.098148	-2.728982
hsa-miR-106b*	hsa-miR-1225-5p	0.198435	-0.084590	0.451831	1.402690
hsa-miR-106b*	hsa-miR-1226	-0.495066	-0.679748	-0.251350	-3.947629
hsa-miR-106b*	hsa-miR-1226*	-0.334103	-0.560344	-0.061466	-2.455853
hsa-miR-106b*	hsa-miR-1227	-0.498924	-0.682494	-0.256144	-3.988533
hsa-miR-106b*	hsa-miR-1228	-0.440546	-0.640372	-0.184863	-3.399902
hsa-miR-106b*	hsa-miR-1228*	-0.287211	-0.523696	-0.009628	-2.077382
hsa-miR-106b*	hsa-miR-1229	0.037676	-0.243227	0.312749	0.261213
hsa-miR-106b*	hsa-miR-1231	-0.212440	-0.463391	0.070055	-1.506211
hsa-miR-106b*	hsa-miR-1233	-0.377310	-0.593346	-0.110570	-2.822714
hsa-miR-106b*	hsa-miR-1234	-0.216370	-0.466619	0.065955	-1.535426
hsa-miR-106b*	hsa-miR-1236	0.217781	-0.064480	0.467777	1.545938
hsa-miR-106b*	hsa-miR-1237	-0.352450	-0.574446	-0.082158	-2.609282
hsa-miR-106b*	hsa-miR-1238	-0.190840	-0.445525	0.092423	-1.346930
hsa-miR-106b*	hsa-miR-124	-0.473838	-0.664541	-0.225186	-3.727913
hsa-miR-106b*	hsa-miR-124*	0.210805	-0.071759	0.462045	1.494071
hsa-miR-106b*	hsa-miR-1243	-0.332207	-0.558879	-0.059342	-2.440182
hsa-miR-106b*	hsa-miR-1244	-0.428771	-0.631728	-0.170804	-3.288215
hsa-miR-106b*	hsa-miR-1245	-0.202381	-0.455097	0.080506	-1.431767
hsa-miR-106b*	hsa-miR-1246	-0.374007	-0.590849	-0.106770	-2.793966
hsa-miR-106b*	hsa-miR-1247	-0.219996	-0.469593	0.062163	-1.562458
hsa-miR-106b*	hsa-miR-1248	-0.258040	-0.500447	0.021885	-1.850417
hsa-miR-106b*	hsa-miR-1249	-0.071247	-0.342801	0.211296	-0.494871
hsa-miR-106b*	hsa-miR-1250	0.015017	-0.264441	0.292148	0.104051
hsa-miR-106b*	hsa-miR-1251	-0.397887	-0.608812	-0.134422	-3.004727
hsa-miR-106b*	hsa-miR-1252	-0.203735	-0.456216	0.079103	-1.441759
hsa-miR-106b*	hsa-miR-1253	-0.134767	-0.398182	0.149182	-0.942287
hsa-miR-106b*	hsa-miR-1254	-0.291162	-0.526818	-0.013939	-2.108582
hsa-miR-106b*	hsa-miR-1255a	0.884564	0.804230	0.933155	13.139371
hsa-miR-106b*	hsa-miR-1255b	-0.271986	-0.511606	0.006888	-1.958198
hsa-miR-106b*	hsa-miR-1256	-0.077684	-0.348500	0.205104	-0.539839
hsa-miR-106b*	hsa-miR-1257	-0.121355	-0.386647	0.162486	-0.847031
hsa-miR-106b*	hsa-miR-1258	-0.114689	-0.380882	0.169061	-0.799864
hsa-miR-106b*	hsa-miR-1259_v15.0	-0.123756	-0.388718	0.160112	-0.864048
hsa-miR-106b*	hsa-miR-125a-3p	-0.200389	-0.453449	0.082569	-1.417082
hsa-miR-106b*	hsa-miR-125a-5p	-0.315497	-0.545908	-0.040720	-2.303473
hsa-miR-106b*	hsa-miR-125b	-0.346429	-0.569833	-0.075341	-2.558564
hsa-miR-106b*	hsa-miR-125b-1*	-0.348078	-0.571098	-0.077206	-2.572423
hsa-miR-106b*	hsa-miR-125b-2*	-0.317655	-0.547590	-0.043115	-2.320992
hsa-miR-106b*	hsa-miR-126	-0.274946	-0.513964	0.003689	-1.981241
hsa-miR-106b*	hsa-miR-126*	-0.383409	-0.597947	-0.117608	-2.876134
hsa-miR-106b*	hsa-miR-1260	-0.474414	-0.664956	-0.225891	-3.733758
hsa-miR-106b*	hsa-miR-1261	0.843232	0.738130	0.908375	10.867986
hsa-miR-106b*	hsa-miR-1262	0.563138	0.337724	0.727461	4.721336
hsa-miR-106b*	hsa-miR-1263	-0.119821	-0.385322	0.164001	-0.836168
hsa-miR-106b*	hsa-miR-1264	-0.346546	-0.569923	-0.075474	-2.559551
hsa-miR-106b*	hsa-miR-1265	-0.575817	-0.736175	-0.354242	-4.879498
hsa-miR-106b*	hsa-miR-1266	-0.367113	-0.585623	-0.098863	-2.734357
hsa-miR-106b*	hsa-miR-1267	-0.331247	-0.558137	-0.058267	-2.432262
hsa-miR-106b*	hsa-miR-1268	-0.139625	-0.402340	0.144338	-0.976918
hsa-miR-106b*	hsa-miR-1269	-0.555927	-0.722480	-0.328390	-4.633575
hsa-miR-106b*	hsa-miR-127-3p	0.006864	-0.272009	0.284672	0.047553
hsa-miR-106b*	hsa-miR-127-5p	-0.361847	-0.581618	-0.092846	-2.689175
hsa-miR-106b*	hsa-miR-1270	0.190713	-0.092552	0.445421	1.346007
hsa-miR-106b*	hsa-miR-1271	-0.417275	-0.623239	-0.157179	-3.181151
hsa-miR-106b*	hsa-miR-1272	0.136704	-0.147252	0.399842	0.956090
hsa-miR-106b*	hsa-miR-1273	0.134377	-0.149570	0.397849	0.939514
hsa-miR-106b*	hsa-miR-1274a	-0.344210	-0.568129	-0.072836	-2.539965
hsa-miR-106b*	hsa-miR-1274b	-0.016316	-0.293336	0.263232	-0.113052
hsa-miR-107	hsa-miR-10a	0.071560	-0.210996	0.343078	0.497053
hsa-miR-107	hsa-miR-10a*	-0.130016	-0.394106	0.153906	-0.908490
hsa-miR-107	hsa-miR-10b	-0.062205	-0.334761	0.219956	-0.431806
hsa-miR-107	hsa-miR-10b*	0.826317	0.711649	0.898100	10.164829
hsa-miR-107	hsa-miR-1178	0.257135	-0.022854	0.499720	1.843466
hsa-miR-107	hsa-miR-1179	-0.258254	-0.500619	0.021655	-1.852065
hsa-miR-107	hsa-miR-1180	0.484619	0.238429	0.672284	3.838389
hsa-miR-107	hsa-miR-1181	-0.204792	-0.457088	0.078008	-1.449561
hsa-miR-107	hsa-miR-1182	-0.116655	-0.382584	0.167125	-0.813764
hsa-miR-107	hsa-miR-1183	0.023850	-0.256203	0.300209	0.165285
hsa-miR-107	hsa-miR-1184	-0.118001	-0.383749	0.165797	-0.823286
hsa-miR-107	hsa-miR-1185	-0.204574	-0.456909	0.078233	-1.447956
hsa-miR-107	hsa-miR-1197	-0.041492	-0.316193	0.239628	-0.287714
hsa-miR-107	hsa-miR-1200	-0.009710	-0.287286	0.269371	-0.067276
hsa-miR-107	hsa-miR-1201_v15.0	-0.248342	-0.492640	0.032239	-1.776207
hsa-miR-107	hsa-miR-1202	-0.246611	-0.491242	0.034081	-1.763023
hsa-miR-107	hsa-miR-1203	-0.172993	-0.430610	0.110690	-1.216876
hsa-miR-107	hsa-miR-1204	-0.125010	-0.389799	0.158871	-0.872944
hsa-miR-107	hsa-miR-1205	0.001222	-0.277225	0.279479	0.008465
hsa-miR-107	hsa-miR-1206	0.247855	-0.032757	0.492247	1.772498
hsa-miR-107	hsa-miR-1207-3p	0.707173	0.533920	0.823438	6.929510
hsa-miR-107	hsa-miR-1207-5p	0.186025	-0.097369	0.441516	1.311716
hsa-miR-107	hsa-miR-1208	0.128992	-0.154923	0.393225	0.901210
hsa-miR-107	hsa-miR-122	-0.012931	-0.290239	0.266380	-0.089596
hsa-miR-107	hsa-miR-122*	-0.157854	-0.417847	0.126037	-1.107529
hsa-miR-107	hsa-miR-1224-3p	0.255642	-0.024450	0.498521	1.832017
hsa-miR-107	hsa-miR-1224-5p	-0.094351	-0.363166	0.188964	-0.656613
hsa-miR-107	hsa-miR-1225-3p	-0.194260	-0.448368	0.088900	-1.372007
hsa-miR-107	hsa-miR-1225-5p	-0.137259	-0.400317	0.146698	-0.960045
hsa-miR-107	hsa-miR-1226	0.395586	0.131739	0.607090	2.984114
hsa-miR-107	hsa-miR-1226*	-0.100183	-0.368266	0.183280	-0.697599
hsa-miR-107	hsa-miR-1227	0.114950	-0.168804	0.381108	0.801708
hsa-miR-107	hsa-miR-1228	-0.084609	-0.354610	0.198416	-0.588300
hsa-miR-107	hsa-miR-1228*	-0.038038	-0.313076	0.242886	-0.263728
hsa-miR-107	hsa-miR-1229	0.158945	-0.124935	0.418770	1.115381
hsa-miR-107	hsa-miR-1231	0.031803	-0.248751	0.307434	0.220450
hsa-miR-107	hsa-miR-1233	-0.292840	-0.528142	-0.015773	-2.121872
hsa-miR-107	hsa-miR-1234	-0.236242	-0.482844	0.045074	-1.684412
hsa-miR-107	hsa-miR-1236	-0.435336	-0.636553	-0.178629	-3.350222
hsa-miR-107	hsa-miR-1237	-0.192206	-0.446662	0.091016	-1.356945
hsa-miR-107	hsa-miR-1238	-0.105549	-0.372944	0.178034	-0.735370
hsa-miR-107	hsa-miR-124	0.400964	0.138015	0.611111	3.032393
hsa-miR-107	hsa-miR-124*	-0.261687	-0.503373	0.017975	-1.878479
hsa-miR-107	hsa-miR-1243	-0.149005	-0.410339	0.134944	-1.043993
hsa-miR-107	hsa-miR-1244	-0.216977	-0.467118	0.065321	-1.539948
hsa-miR-107	hsa-miR-1245	-0.154556	-0.415053	0.129362	-1.083820
hsa-miR-107	hsa-miR-1246	-0.225628	-0.474199	0.056258	-1.604572
hsa-miR-107	hsa-miR-1247	-0.210400	-0.461712	0.072180	-1.491069
hsa-miR-107	hsa-miR-1248	0.077938	-0.204859	0.348725	0.541616
hsa-miR-107	hsa-miR-1249	0.044240	-0.237031	0.318669	0.306807
hsa-miR-107	hsa-miR-1250	-0.029322	-0.305184	0.251080	-0.203237
hsa-miR-107	hsa-miR-1251	0.018634	-0.261073	0.295454	0.129122
hsa-miR-107	hsa-miR-1252	0.371120	0.103454	0.588662	2.768935
hsa-miR-107	hsa-miR-1253	-0.077930	-0.348718	0.204867	-0.541562
hsa-miR-107	hsa-miR-1254	0.007839	-0.271105	0.285569	0.054314
hsa-miR-107	hsa-miR-1255a	-0.485950	-0.673237	-0.240071	-3.852193
hsa-miR-107	hsa-miR-1255b	-0.291004	-0.526694	-0.013767	-2.107338
hsa-miR-107	hsa-miR-1256	0.119279	-0.164537	0.384854	0.832331
hsa-miR-107	hsa-miR-1257	0.104687	-0.178878	0.372194	0.729303
hsa-miR-107	hsa-miR-1258	-0.128281	-0.392615	0.155628	-0.896165
hsa-miR-107	hsa-miR-1259_v15.0	-0.034137	-0.309548	0.246559	-0.236644
hsa-miR-107	hsa-miR-125a-3p	0.196802	-0.086277	0.450477	1.390678
hsa-miR-107	hsa-miR-125a-5p	-0.179861	-0.436367	0.103682	-1.266774
hsa-miR-107	hsa-miR-125b	-0.131638	-0.395499	0.152295	-0.920023
hsa-miR-107	hsa-miR-125b-1*	-0.310141	-0.541727	-0.034792	-2.260170
hsa-miR-107	hsa-miR-125b-2*	-0.117364	-0.383198	0.166425	-0.818783
hsa-miR-107	hsa-miR-126	0.013207	-0.266124	0.290492	0.091510
hsa-miR-107	hsa-miR-126*	0.125974	-0.157916	0.390629	0.879782
hsa-miR-107	hsa-miR-1260	0.348588	0.077783	0.571489	2.576713
hsa-miR-107	hsa-miR-1261	-0.175018	-0.432310	0.108626	-1.231571
hsa-miR-107	hsa-miR-1262	-0.370096	-0.587887	-0.102281	-2.760088
hsa-miR-107	hsa-miR-1263	0.441460	0.185958	0.641040	3.408655
hsa-miR-107	hsa-miR-1264	-0.247774	-0.492182	0.032844	-1.771882
hsa-miR-107	hsa-miR-1265	-0.401104	-0.611215	-0.138179	-3.033658
hsa-miR-107	hsa-miR-1266	-0.206720	-0.458680	0.076006	-1.463819
hsa-miR-107	hsa-miR-1267	0.008071	-0.270890	0.285782	0.055921
hsa-miR-107	hsa-miR-1268	0.429537	0.171715	0.632291	3.295409
hsa-miR-107	hsa-miR-1269	-0.235290	-0.482070	0.046081	-1.677222
hsa-miR-107	hsa-miR-127-3p	-0.065109	-0.337348	0.217179	-0.452049
hsa-miR-107	hsa-miR-127-5p	-0.202982	-0.455593	0.079884	-1.436198
hsa-miR-107	hsa-miR-1270	-0.027434	-0.303469	0.252850	-0.190139
hsa-miR-107	hsa-miR-1271	-0.148004	-0.409487	0.135949	-1.036822
hsa-miR-107	hsa-miR-1272	-0.296909	-0.531348	-0.020228	-2.154185
hsa-miR-107	hsa-miR-1273	-0.308776	-0.540659	-0.033284	-2.249167
hsa-miR-107	hsa-miR-1274a	-0.246254	-0.490954	0.034461	-1.760304
hsa-miR-107	hsa-miR-1274b	-0.485095	-0.672625	-0.239016	-3.843324
hsa-miR-10a	hsa-miR-10a*	0.648813	0.452111	0.785335	5.907249
hsa-miR-10a	hsa-miR-10b	0.637002	0.435948	0.777496	5.725118
hsa-miR-10a	hsa-miR-10b*	-0.094342	-0.363158	0.188973	-0.656547
hsa-miR-10a	hsa-miR-1178	0.630320	0.426860	0.773041	5.625121
hsa-miR-10a	hsa-miR-1179	0.362928	0.094079	0.582441	2.698421
hsa-miR-10a	hsa-miR-1180	0.686971	0.505228	0.810365	6.549567
hsa-miR-10a	hsa-miR-1181	0.250034	-0.030437	0.494005	1.789113
hsa-miR-10a	hsa-miR-1182	0.411238	0.150062	0.618761	3.125671
hsa-miR-10a	hsa-miR-1183	0.530984	0.296447	0.705120	4.341335
hsa-miR-10a	hsa-miR-1184	0.513794	0.274733	0.693032	4.149222
hsa-miR-10a	hsa-miR-1185	-0.052721	-0.326286	0.228992	-0.365773
hsa-miR-10a	hsa-miR-1197	0.600240	0.386457	0.752814	5.199408
hsa-miR-10a	hsa-miR-1200	0.345406	0.074186	0.569048	2.549986
hsa-miR-10a	hsa-miR-1201_v15.0	0.409214	0.147683	0.617257	3.107186
hsa-miR-10a	hsa-miR-1202	0.261981	-0.017659	0.503609	1.880746
hsa-miR-10a	hsa-miR-1203	0.314857	0.040011	0.545409	2.298283
hsa-miR-10a	hsa-miR-1204	0.174889	-0.108758	0.432202	1.230636
hsa-miR-10a	hsa-miR-1205	0.281210	0.003100	0.518942	2.030205
hsa-miR-10a	hsa-miR-1206	0.496977	0.253724	0.681109	3.967854
hsa-miR-10a	hsa-miR-1207-3p	0.074722	-0.207956	0.345881	0.519141
hsa-miR-10a	hsa-miR-1207-5p	0.659570	0.466945	0.792437	6.079526
hsa-miR-10a	hsa-miR-1208	0.625342	0.420118	0.769714	5.551989
hsa-miR-10a	hsa-miR-122	0.248813	-0.031737	0.493020	1.779802
hsa-miR-10a	hsa-miR-122*	0.435108	0.178356	0.636386	3.348052
hsa-miR-10a	hsa-miR-1224-3p	0.294369	0.017446	0.529347	2.134000
hsa-miR-10a	hsa-miR-1224-5p	0.554326	0.326325	0.721372	4.614305
hsa-miR-10a	hsa-miR-1225-3p	0.443791	0.188756	0.642745	3.431060
hsa-miR-10a	hsa-miR-1225-5p	0.347458	0.076505	0.570623	2.567210
hsa-miR-10a	hsa-miR-1226	0.322973	0.049028	0.551725	2.364329
hsa-miR-10a	hsa-miR-1226*	0.450441	0.196759	0.647597	3.495440
hsa-miR-10a	hsa-miR-1227	0.453023	0.199875	0.649477	3.520628
hsa-miR-10a	hsa-miR-1228	0.280490	0.002318	0.518370	2.024560
hsa-miR-10a	hsa-miR-1228*	0.617300	0.409272	0.764322	5.436164
hsa-miR-10a	hsa-miR-1229	0.420065	0.160477	0.625304	3.206963
hsa-miR-10a	hsa-miR-1231	0.758789	0.609081	0.856285	8.071159
hsa-miR-10a	hsa-miR-1233	0.081769	-0.201162	0.352107	0.568413
hsa-miR-10a	hsa-miR-1234	0.419632	0.159964	0.624983	3.202947
hsa-miR-10a	hsa-miR-1236	0.169642	-0.114098	0.427794	1.192600
hsa-miR-10a	hsa-miR-1237	0.163459	-0.120370	0.422584	1.147915
hsa-miR-10a	hsa-miR-1238	0.141487	-0.142477	0.403931	0.990209
hsa-miR-10a	hsa-miR-124	0.427856	0.169715	0.631053	3.279614
hsa-miR-10a	hsa-miR-124*	0.526055	0.290196	0.701664	4.285513
hsa-miR-10a	hsa-miR-1243	0.462017	0.210770	0.656005	3.609257
hsa-miR-10a	hsa-miR-1244	0.342036	0.070385	0.566458	2.521793
hsa-miR-10a	hsa-miR-1245	0.357862	0.088305	0.578581	2.655178
hsa-miR-10a	hsa-miR-1246	0.230264	-0.051381	0.477981	1.639371
hsa-miR-10a	hsa-miR-1247	0.108830	-0.174818	0.375798	0.758502
hsa-miR-10a	hsa-miR-1248	0.151937	-0.131998	0.412830	1.065015
hsa-miR-10a	hsa-miR-1249	0.352926	0.082698	0.574811	2.613309
hsa-miR-10a	hsa-miR-1250	-0.055944	-0.329171	0.225927	-0.388199
hsa-miR-10a	hsa-miR-1251	0.639596	0.439487	0.779222	5.764526
hsa-miR-10a	hsa-miR-1252	0.697960	0.520785	0.817491	6.752347
hsa-miR-10a	hsa-miR-1253	0.167344	-0.116432	0.425860	1.175978
hsa-miR-10a	hsa-miR-1254	0.534371	0.300754	0.707489	4.380045
hsa-miR-10a	hsa-miR-1255a	-0.079401	-0.350018	0.203448	-0.551849
hsa-miR-10a	hsa-miR-1255b	-0.185782	-0.441313	0.097619	-1.309938
hsa-miR-10a	hsa-miR-1256	-0.069733	-0.341458	0.212749	-0.484305
hsa-miR-10a	hsa-miR-1257	0.159742	-0.124130	0.419444	1.121120
hsa-miR-10a	hsa-miR-1258	-0.015773	-0.292840	0.263738	-0.109290
hsa-miR-10a	hsa-miR-1259_v15.0	0.578192	0.357352	0.737802	4.909708
hsa-miR-10a	hsa-miR-125a-3p	0.212191	-0.070314	0.463186	1.504363
hsa-miR-10a	hsa-miR-125a-5p	0.277751	-0.000652	0.516195	2.003130
hsa-miR-10a	hsa-miR-125b	0.478904	0.231398	0.668185	3.779553
hsa-miR-10a	hsa-miR-125b-1*	0.448115	0.193955	0.645902	3.472835
hsa-miR-10a	hsa-miR-125b-2*	0.501017	0.258749	0.683982	4.010857
hsa-miR-10a	hsa-miR-126	0.361414	0.092352	0.581288	2.685470
hsa-miR-10a	hsa-miR-126*	0.473980	0.225360	0.664644	3.729356
hsa-miR-10a	hsa-miR-1260	0.249148	-0.031380	0.493291	1.782357
hsa-miR-10a	hsa-miR-1261	-0.037806	-0.312866	0.243105	-0.262112
hsa-miR-10a	hsa-miR-1262	0.338888	0.066840	0.564035	2.495554
hsa-miR-10a	hsa-miR-1263	0.532972	0.298973	0.706511	4.364016
hsa-miR-10a	hsa-miR-1264	0.161879	-0.121969	0.421250	1.136521
hsa-miR-10a	hsa-miR-1265	0.372474	0.105009	0.589688	2.780668
hsa-miR-10a	hsa-miR-1266	0.137329	-0.146629	0.400376	0.960541
hsa-miR-10a	hsa-miR-1267	0.611438	0.401402	0.760378	5.353473
hsa-miR-10a	hsa-miR-1268	0.469378	0.219735	0.661327	3.682854
hsa-miR-10a	hsa-miR-1269	0.365391	0.096893	0.584314	2.719549
hsa-miR-10a	hsa-miR-127-3p	-0.142366	-0.404682	0.141598	-0.996491
hsa-miR-10a	hsa-miR-127-5p	0.330179	0.057072	0.557311	2.423458
hsa-miR-10a	hsa-miR-1270	0.554266	0.326247	0.721331	4.613582
hsa-miR-10a	hsa-miR-1271	0.488838	0.243636	0.675302	3.882237
hsa-miR-10a	hsa-miR-1272	0.142813	-0.141151	0.405063	0.999683
hsa-miR-10a	hsa-miR-1273	0.134847	-0.149102	0.398251	0.942857
hsa-miR-10a	hsa-miR-1274a	-0.029400	-0.305255	0.251006	-0.203780
hsa-miR-10a	hsa-miR-1274b	0.251377	-0.029005	0.495088	1.799369
hsa-miR-10a*	hsa-miR-10b	0.629774	0.426120	0.772677	5.617051
hsa-miR-10a*	hsa-miR-10b*	-0.045451	-0.319758	0.235886	-0.315219
hsa-miR-10a*	hsa-miR-1178	0.577237	0.356102	0.737148	4.897542
hsa-miR-10a*	hsa-miR-1179	0.258557	-0.021330	0.500863	1.854396
hsa-miR-10a*	hsa-miR-1180	0.368243	0.100156	0.586480	2.744088
hsa-miR-10a*	hsa-miR-1181	0.092741	-0.190530	0.361755	0.645312
hsa-miR-10a*	hsa-miR-1182	0.340763	0.068950	0.565478	2.511168
hsa-miR-10a*	hsa-miR-1183	0.356444	0.086693	0.577499	2.643126
hsa-miR-10a*	hsa-miR-1184	0.436386	0.179884	0.637323	3.360197
hsa-miR-10a*	hsa-miR-1185	-0.162484	-0.421761	0.121357	-1.140884
hsa-miR-10a*	hsa-miR-1197	0.488727	0.243499	0.675223	3.881079
hsa-miR-10a*	hsa-miR-1200	0.119808	-0.164014	0.385311	0.836077
hsa-miR-10a*	hsa-miR-1201_v15.0	0.504826	0.263501	0.686686	4.051733
hsa-miR-10a*	hsa-miR-1202	0.154300	-0.129620	0.414836	1.081980
hsa-miR-10a*	hsa-miR-1203	0.148726	-0.135225	0.410101	1.041989
hsa-miR-10a*	hsa-miR-1204	-0.081003	-0.351431	0.201902	-0.563053
hsa-miR-10a*	hsa-miR-1205	-0.012807	-0.290126	0.266495	-0.088739
hsa-miR-10a*	hsa-miR-1206	0.324056	0.050235	0.552566	2.373190
hsa-miR-10a*	hsa-miR-1207-3p	-0.116228	-0.382215	0.167545	-0.810749
hsa-miR-10a*	hsa-miR-1207-5p	0.661370	0.469438	0.793621	6.108983
hsa-miR-10a*	hsa-miR-1208	0.381652	0.115578	0.596623	2.860698
hsa-miR-10a*	hsa-miR-122	0.251520	-0.028853	0.495203	1.800460
