Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1
LINC00271	A2M-AS1	50	2	0.895093	8.492585	9.242403	3.129394e-12	-0.133843	-0.946094	0.348839
LINC00271	A2ML1	50	2	1.322507	2.640869	10.718328	2.489483e-14	0.043624	1.150003	0.25584
LINC00271	A2MP1	50	2	0.402885	4.049302	9.341654	2.242822e-12	0.04236	0.634732	0.528617
LINC00271	A4GALT	50	2	5.49442	4.400083	19.624643	1.427314e-24	0.080914	2.344017	0.023264
LINC00271	A4GNT	50	2	0.52386	4.758141	14.115079	1.044702e-18	-0.037564	-0.723782	0.472712
LINC00271	AA06	50	2	4.400151	3.634278	10.033908	2.266935e-13	0.116974	2.097654	0.041226
LINC00271	AAAS	50	2	0.80094	5.464851	14.287521	6.509714e-19	0.052702	0.894952	0.375279
LINC00271	AACS	50	2	0.006826	6.547394	26.68611	1.909264e-30	0.003121	0.082621	0.934496
LINC00271	AACSP1	50	2	0.299516	3.407047	8.965138	7.980965e-12	-0.032021	-0.54728	0.586722
LINC00271	AADAC	50	2	0.074423	3.412215	11.701414	1.156968e-15	0.012248	0.272805	0.786173
LINC00271	AADACL2	50	2	0.108428	2.16115	6.378049	6.615852e-08	-0.017178	-0.329285	0.743373
LINC00271	AADACP1	50	2	0.013042	2.394265	5.262402	3.280187e-06	-0.008	-0.114204	0.909553
LINC00271	AADAT	50	2	0.045837	3.143113	8.639036	2.424876e-11	0.011992	0.214096	0.831379
LINC00271	AAED1	50	2	0.390014	6.826907	17.368801	2.46366e-22	-0.037792	-0.624511	0.535249
LINC00271	AAGAB	50	2	5.483011	4.473022	15.933253	8.495616e-21	0.101207	2.341583	0.023401
LINC00271	AAK1	50	2	6.420346	6.618277	14.309175	6.135859e-19	-0.180433	-2.53384	0.014601
LINC00271	AAMDC	50	2	0.432287	4.62558	13.489319	5.993613e-18	0.034711	0.657485	0.51401
LINC00271	AAMP	50	2	0.081942	7.927745	41.54797	2.743478e-39	-0.008409	-0.286254	0.775915
LINC00271	AANAT	50	2	0.351653	3.007537	7.83177	3.95762e-10	-0.03506	-0.593003	0.555963
LINC00271	AAR2	50	2	0.014838	7.190704	39.458359	3.048026e-38	0.003418	0.12181	0.903558
LINC00271	AARS	50	2	0.547261	8.025217	30.218882	6.79507e-33	-0.030247	-0.739771	0.463042
LINC00271	AARS2	50	2	3.822911	6.936342	26.49412	2.642438e-30	-0.07881	-1.955225	0.056392
LINC00271	AARSD1	50	2	0.008224	6.12172	23.028297	1.365082e-27	-0.003712	-0.090687	0.928118
LINC00271	AASDH	50	2	0.003862	6.732527	22.750082	2.331851e-27	0.002832	0.062146	0.950704
LINC00271	AASDHPPT	50	2	1.632833	8.048007	28.732285	6.757391e-32	-0.055106	-1.277824	0.207457
LINC00271	AASS	50	2	0.183485	2.871605	8.078734	1.674909e-10	-0.023442	-0.428352	0.670311
LINC00271	AATF	50	2	0.002374	8.751071	36.170906	1.736002e-36	0.001815	0.048722	0.961343
LINC00271	AATK	50	2	3.341846	7.629717	25.159822	2.680875e-29	0.085349	1.828072	0.073757
LINC00271	AB074162	50	2	0.053161	6.803907	9.58241	1.004323e-12	-0.025205	-0.230568	0.81863
