Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1	coefficient.2	tvalue.2	pvalue.2	coefficient.3	tvalue.3	pvalue.3	coefficient.4	tvalue.4	pvalue.4
0	67	48.000000	5.000000	1.541599	3.651047	31.824207	1.599716e-31	-0.020937	-0.140446	0.888964	-0.032060	-1.483191	0.145317	-0.114627	-0.270339	0.788193	3.679386	1.765088	0.084650
0	68	48.000000	5.000000	2.262160	5.046525	26.906145	1.555368e-28	-0.045202	-0.185466	0.853736	-0.072524	-2.052280	0.046261	-0.531123	-0.766191	0.447748	7.456089	2.187866	0.034162
0	69	48.000000	5.000000	0.252171	4.758853	44.054451	2.044648e-37	0.009066	0.064587	0.948802	-0.008510	-0.418157	0.677914	0.266222	0.666828	0.508445	0.074669	0.038044	0.969829
0	70	48.000000	5.000000	1.236252	2.994961	24.077084	1.380361e-26	0.181045	1.120071	0.268901	-0.013508	-0.576360	0.567377	0.384417	0.836177	0.407678	2.204335	0.975307	0.334863
0	71	48.000000	5.000000	1.652950	5.643458	38.168903	8.378419e-35	0.299745	1.560139	0.126058	-0.042515	-1.526178	0.134288	-0.030632	-0.056056	0.955557	0.275314	0.102481	0.918851
0	72	48.000000	5.000000	0.558726	3.409743	27.135427	1.101510e-28	-0.062978	-0.385700	0.701620	-0.011340	-0.478982	0.634378	0.559799	1.205397	0.234642	-1.074955	-0.470821	0.640148
0	73	48.000000	5.000000	1.056032	2.763999	12.205970	1.459788e-15	0.242447	0.823945	0.414518	-0.012854	-0.301272	0.764659	-1.463580	-1.748774	0.087466	6.117626	1.486853	0.144350
0	74	48.000000	5.000000	2.091829	5.519161	39.887714	1.326460e-35	0.384758	2.139941	0.038075	-0.029076	-1.115330	0.270904	-0.490231	-0.958626	0.343106	3.365279	1.338560	0.187749
0	75	48.000000	5.000000	0.377026	5.699213	65.268440	1.197620e-44	-0.022427	-0.197651	0.844249	0.015024	0.913226	0.366216	-0.010013	-0.031028	0.975391	-0.949715	-0.598594	0.552584
0	76	48.000000	5.000000	1.224828	6.634965	33.510468	1.889792e-32	0.131987	0.513005	0.610574	-0.041098	-1.101692	0.276724	0.637236	0.870813	0.388692	2.768089	0.769436	0.445841
0	77	48.000000	5.000000	0.120107	7.981233	51.506310	2.789055e-40	-0.000209	-0.001036	0.999178	-0.004788	-0.163998	0.870501	-0.197709	-0.345223	0.731610	-0.765004	-0.271710	0.787146
0	78	48.000000	5.000000	0.726776	5.734873	35.393898	1.950756e-33	0.151471	0.719419	0.475775	-0.023168	-0.758923	0.452039	-0.471914	-0.788044	0.434994	-0.397919	-0.135161	0.893116
0	79	48.000000	5.000000	0.394818	6.825355	66.750160	4.603787e-45	0.018617	0.140114	0.889224	-0.012108	-0.628471	0.533019	-0.215712	-0.570801	0.571106	-0.677643	-0.364736	0.717096
0	80	48.000000	5.000000	1.165259	6.317221	28.448374	1.603744e-29	0.000971	0.003366	0.997330	0.065862	1.574211	0.122768	-0.543863	-0.662680	0.511072	4.579459	1.135001	0.262662
0	81	48.000000	5.000000	0.587792	4.269293	8.872654	2.858725e-11	0.715803	1.144824	0.258614	0.040938	0.451569	0.653849	0.488142	0.274490	0.785023	7.876676	0.900930	0.372644
0	82	48.000000	5.000000	1.857269	5.516531	40.069824	1.095991e-35	-0.024551	-0.137234	0.891486	-0.031726	-1.223102	0.227952	-1.321243	-2.596670	0.012833	3.135203	1.253337	0.216855
0	83	48.000000	5.000000	1.839521	3.389493	17.891893	1.539074e-21	-0.414323	-1.683095	0.099605	-0.060939	-1.707312	0.094976	0.848479	1.211840	0.232191	-4.064255	-1.180737	0.244197
0	84	48.000000	5.000000	0.593279	4.344246	21.371099	1.578300e-24	0.028694	0.108632	0.914000	-0.025522	-0.666392	0.508720	0.547078	0.728189	0.470445	1.776862	0.481080	0.632899
0	85	48.000000	5.000000	4.920190	4.015796	29.582264	3.235609e-30	-0.187530	-1.063109	0.293667	0.011173	0.436854	0.664403	0.404305	0.805846	0.424766	-10.045699	-4.072777	0.000196
0	86	48.000000	5.000000	0.116462	6.551258	30.719360	6.866058e-31	0.080226	0.289502	0.773589	-0.000521	-0.012971	0.989711	0.252158	0.319921	0.750578	1.200317	0.309766	0.758235
0	87	48.000000	5.000000	0.231019	6.045918	60.574516	2.866911e-43	-0.030100	-0.232081	0.817576	0.012066	0.641657	0.524502	-0.036018	-0.097641	0.922671	0.749631	0.413358	0.681399
0	88	48.000000	5.000000	0.605707	4.940716	29.768635	2.500416e-30	0.047193	0.218822	0.827824	0.006753	0.215947	0.830050	0.310484	0.506163	0.615327	2.799116	0.928198	0.358486
0	89	48.000000	5.000000	3.057641	2.636361	27.218767	9.723049e-29	-0.168344	-1.337548	0.188076	-0.052879	-2.897648	0.005894	-0.041199	-0.115090	0.908909	2.277806	1.294288	0.202474
0	90	48.000000	5.000000	0.667827	4.829916	14.669728	2.414396e-18	-0.066197	-0.154728	0.877760	-0.070756	-1.140627	0.260338	0.398838	0.327764	0.744680	3.829880	0.640204	0.525437
0	91	48.000000	5.000000	0.572887	6.890718	49.824371	1.136226e-39	0.221831	1.234373	0.223767	-0.004710	-0.180740	0.857421	-0.341842	-0.668784	0.507208	1.661558	0.661216	0.512001
0	92	48.000000	5.000000	2.091009	5.145236	37.014671	3.020208e-34	0.239492	1.325889	0.191877	0.066252	2.529685	0.015162	0.687273	1.337767	0.188005	-3.181440	-1.259630	0.214597
0	93	48.000000	5.000000	0.465891	7.350244	50.380035	7.108208e-40	-0.001965	-0.010363	0.991780	-0.010050	-0.365621	0.716440	-0.115460	-0.214127	0.831460	-2.417977	-0.912136	0.366783
0	94	48.000000	5.000000	1.583150	5.685929	36.677177	4.425429e-34	0.142259	0.706188	0.483880	0.005257	0.179995	0.858002	-0.552674	-0.964598	0.340140	-2.912224	-1.033879	0.306972
0	95	48.000000	5.000000	1.129040	6.010217	73.189423	9.077768e-47	0.182522	1.710495	0.094381	-0.003395	-0.219399	0.827377	-0.219226	-0.722326	0.474004	0.372641	0.249746	0.803973
0	96	48.000000	5.000000	0.517788	3.528707	15.961731	1.111344e-19	0.029237	0.101775	0.919409	0.035024	0.840866	0.405075	-0.576539	-0.705628	0.484225	-0.853617	-0.212509	0.832714
0	97	48.000000	5.000000	1.816541	10.039045	78.985565	3.507432e-48	0.271320	1.642803	0.107718	0.030882	1.289598	0.204084	-0.339997	-0.723790	0.473114	-1.253542	-0.542806	0.590066
0	98	48.000000	5.000000	0.718385	5.271852	27.383427	7.606380e-29	-0.105809	-0.422956	0.674435	0.040053	1.104238	0.275631	-0.361657	-0.508281	0.613854	2.705216	0.773352	0.443545
0	99	48.000000	5.000000	0.699198	5.058303	20.437677	9.100745e-24	-0.149373	-0.464456	0.644664	-0.074411	-1.595732	0.117873	-0.446006	-0.487584	0.628321	2.717601	0.604315	0.548810
1	0	48.000000	5.000000	0.206663	5.580796	87.735672	3.933841e-50	0.222841	0.570245	0.571479	0.010274	0.374085	0.710179	-0.181098	-0.341373	0.734486	0.197429	0.076277	0.939553
1	1	48.000000	5.000000	1.662708	4.895597	73.608665	7.114398e-47	0.730567	1.788007	0.080823	0.025930	0.902973	0.371571	0.608610	1.097227	0.278649	-1.130500	-0.417730	0.678223
1	2	48.000000	5.000000	1.534791	3.457904	66.785126	4.502221e-45	-0.099907	-0.314087	0.754974	-0.016632	-0.743975	0.460938	-0.010358	-0.023988	0.980973	-3.735268	-1.772927	0.083324
1	3	48.000000	5.000000	0.834315	3.993101	58.604393	1.168579e-42	-0.182798	-0.436694	0.664518	0.015199	0.516633	0.608060	0.900280	1.584280	0.120458	-4.260892	-1.536819	0.131664
1	4	48.000000	5.000000	0.679723	7.571098	40.109756	1.051186e-35	-0.340976	-0.294036	0.770145	0.052862	0.648609	0.520040	-2.141154	-1.360108	0.180884	6.614750	0.861206	0.393902
1	5	48.000000	5.000000	0.645147	2.962405	59.365746	6.752865e-43	-0.266951	-0.870782	0.388709	-0.009841	-0.456733	0.650162	-0.030472	-0.073221	0.941970	-1.493226	-0.735393	0.466093
1	6	48.000000	5.000000	0.613650	4.251962	47.019573	1.313412e-38	-0.355725	-0.640310	0.525369	0.051048	1.307411	0.198021	0.772787	1.024668	0.311250	-2.659975	-0.722885	0.473664
1	7	48.000000	5.000000	0.768261	4.928974	103.117432	3.909552e-53	-0.151971	-0.517514	0.607450	0.012772	0.618832	0.539292	-0.233323	-0.585285	0.561415	-1.529997	-0.786626	0.435815
1	8	48.000000	5.000000	4.041957	4.464760	74.672493	3.856636e-47	-1.073707	-2.923036	0.005508	0.078548	3.042574	0.003989	0.917911	1.840762	0.072563	-3.571923	-1.468138	0.149344
1	9	48.000000	5.000000	2.402596	4.384906	60.148243	3.870718e-43	-1.141726	-2.549239	0.014445	0.062454	1.984104	0.053651	-0.331197	-0.544733	0.588751	-0.156248	-0.052672	0.958237
1	10	48.000000	5.000000	0.221557	5.786731	71.037033	3.242936e-46	0.232146	0.463872	0.645079	0.003534	0.100462	0.920444	-0.414134	-0.609574	0.545352	-0.258473	-0.077977	0.938208
1	11	48.000000	5.000000	3.363456	6.521439	142.793869	3.392411e-59	-0.408123	-1.454599	0.153042	0.053577	2.716973	0.009454	-0.640360	-1.681221	0.099971	0.741605	0.399063	0.691822
1	12	48.000000	5.000000	1.310796	3.143965	42.028702	1.479744e-36	-0.064865	-0.141144	0.888415	0.027913	0.864199	0.392274	1.099296	1.762046	0.085170	0.233312	0.076649	0.939258
1	13	48.000000	5.000000	1.457310	3.471777	60.007210	4.276868e-43	-0.295668	-0.831844	0.410093	0.029135	1.166295	0.249923	-0.850413	-1.762447	0.085101	3.227611	1.370993	0.177491
1	14	48.000000	5.000000	1.392407	2.069821	30.628305	7.758433e-31	-0.263038	-0.633571	0.529717	-0.008317	-0.285022	0.776996	1.125477	1.996923	0.052188	-4.509933	-1.640071	0.108287
1	15	48.000000	5.000000	1.087977	2.370144	25.644112	1.090177e-27	-0.417926	-0.736035	0.465706	-0.010702	-0.268188	0.789837	0.700003	0.908128	0.368872	3.374234	0.897202	0.374607
1	16	48.000000	5.000000	0.910756	3.290365	45.933548	3.519365e-38	0.020050	0.045560	0.963872	-0.048039	-1.553196	0.127706	-0.454636	-0.760999	0.450811	3.579722	1.228111	0.226085
1	17	48.000000	5.000000	0.302849	6.536776	79.153519	3.203221e-48	0.242743	0.478453	0.634752	0.004959	0.139062	0.890051	0.331762	0.481691	0.632468	1.098190	0.326803	0.745402
1	18	48.000000	5.000000	0.150702	5.131784	83.648743	3.023870e-49	-0.140580	-0.372994	0.710985	0.004476	0.168992	0.866595	-0.135173	-0.264190	0.792896	1.713883	0.686554	0.496050
1	19	48.000000	5.000000	0.690345	5.326963	53.337906	6.349570e-41	0.815257	1.328730	0.190945	0.021893	0.507691	0.614264	0.220095	0.264241	0.792856	-0.443442	-0.109118	0.913617
1	20	48.000000	5.000000	4.055267	4.909627	80.567467	1.503504e-48	-1.378859	-3.683130	0.000639	0.022180	0.842977	0.403906	0.406429	0.799705	0.428277	2.944115	1.187322	0.241619
1	21	48.000000	5.000000	1.949392	7.894739	210.365646	2.020546e-66	-0.567404	-2.461022	0.017945	0.017977	1.109407	0.273421	-0.263610	-0.842235	0.404316	0.326571	0.213854	0.831672
1	22	48.000000	5.000000	0.983130	2.838830	36.317356	6.674792e-34	0.202735	0.422172	0.675003	-0.045444	-1.346475	0.185205	-0.057670	-0.088462	0.929920	3.889661	1.222894	0.228030
1	23	48.000000	5.000000	0.763630	7.212923	192.050308	1.011043e-64	-0.013371	-0.057949	0.954057	0.004180	0.257753	0.797827	-0.023422	-0.074776	0.940740	-2.075913	-1.358361	0.181433
1	24	48.000000	5.000000	0.837732	7.808594	142.355591	3.870761e-59	-0.080948	-0.240212	0.811308	0.022341	0.943305	0.350795	-0.422964	-0.924570	0.360349	-0.821579	-0.368089	0.714612
1	25	48.000000	5.000000	0.444260	6.429906	113.371277	6.731769e-55	0.205925	0.591008	0.557609	-0.006320	-0.258076	0.797579	-0.500757	-1.058667	0.295662	0.118934	0.051535	0.959137
1	26	48.000000	5.000000	1.200353	6.124889	114.541786	4.334400e-55	-0.073741	-0.224473	0.823453	-0.003886	-0.168308	0.867130	-0.229136	-0.513798	0.610023	-3.004943	-1.381034	0.174404
1	27	48.000000	5.000000	0.284720	6.780417	109.091087	3.502562e-54	-0.081861	-0.214385	0.831260	-0.017396	-0.648211	0.520295	0.302237	0.583062	0.562897	-0.986405	-0.390023	0.698445
1	28	48.000000	5.000000	1.902556	7.597197	149.834229	4.300394e-60	0.741043	2.378959	0.021872	0.003712	0.169575	0.866140	0.381837	0.902964	0.371576	-0.719272	-0.348621	0.729075
1	29	48.000000	5.000000	0.748328	2.809833	38.511387	5.767408e-35	-0.367258	-0.819342	0.417109	-0.023490	-0.745663	0.459928	-0.671902	-1.104203	0.275646	0.949746	0.319903	0.750591
1	30	48.000000	5.000000	1.348882	8.749558	180.591553	1.419821e-63	-0.155867	-0.523661	0.603203	0.022900	1.094682	0.279750	-0.201791	-0.499398	0.620045	-2.440285	-1.237810	0.222503
1	31	48.000000	5.000000	1.296357	8.136078	139.869553	8.243484e-59	0.289785	0.810906	0.421885	0.020489	0.815775	0.419125	-0.474927	-0.978970	0.333071	3.674077	1.552239	0.127935
1	32	48.000000	5.000000	1.142094	6.686847	46.665489	1.806803e-38	-0.822981	-0.934868	0.355077	0.032701	0.528536	0.599845	-1.584648	-1.325994	0.191843	-0.841712	-0.144358	0.885892
1	33	48.000000	5.000000	0.506185	5.936838	105.711334	1.348847e-53	-0.259249	-0.751396	0.456507	0.024771	1.021554	0.312705	-0.308940	-0.659591	0.513033	1.163597	0.509180	0.613229
