Marker1	Marker2	sampleSize	variableSize	F	coefficient.0	tvalue.0	pvalue.0	coefficient.1	tvalue.1	pvalue.1	coefficient.2	tvalue.2	pvalue.2	coefficient.3	tvalue.3	pvalue.3	coefficient.4	tvalue.4	pvalue.4
cg00050873	A1BG	48	5	0.578984	5.418825	38.251644	7.653411e-35	0.246793	1.340679	0.187065	0.023933	0.896675	0.374885	-0.097353	-0.185942	0.853365	0.936889	0.363985	0.717653
cg00050873	A1BG-AS1	48	5	0.814747	4.956989	31.767607	1.72171e-31	-0.041093	-0.202664	0.840353	0.03949	1.343223	0.186247	0.646733	1.121435	0.268327	-0.781713	-0.275717	0.784086
cg00050873	A1CF	48	5	2.039231	3.595649	31.288946	3.22097e-31	-0.204113	-1.366884	0.178766	-0.026188	-1.209517	0.233072	-0.073896	-0.173988	0.862691	-4.294969	-2.056953	0.045789
cg00050873	A2M	48	5	0.839754	4.049061	26.247297	4.254263e-28	-0.092074	-0.459318	0.648319	0.008048	0.276889	0.783192	0.862278	1.512377	0.137753	-4.598037	-1.640414	0.108215
cg00050873	A2M-AS1	48	5	1.179187	7.024164	16.787342	1.703949e-20	0.762989	1.403308	0.167705	0.073847	0.936737	0.354125	-1.952099	-1.262327	0.213635	8.267757	1.087491	0.282878
cg00050873	A2ML1	48	5	1.206918	3.120989	28.290585	2.013036e-29	-0.244771	-1.707486	0.094944	-0.024335	-1.170782	0.248134	-0.116647	-0.286093	0.776181	-2.254868	-1.12492	0.266863
cg00050873	A2MP1	48	5	1.011842	3.982742	19.786034	3.216064e-23	0.36348	1.389646	0.17179	0.057058	1.504498	0.139764	0.849741	1.142209	0.259688	-1.991319	-0.544463	0.588936
cg00050873	A4GALT	48	5	0.71181	4.945364	45.57383	4.902265e-38	-0.033301	-0.236168	0.814424	0.008415	0.411571	0.682698	-0.252891	-0.63057	0.531659	-1.704713	-0.864608	0.392052
cg00050873	A4GNT	48	5	2.010611	4.256812	29.199699	5.517784e-30	0.229341	1.21066	0.232638	0.064824	2.36007	0.022879	0.908865	1.686848	0.098875	-3.672097	-1.386305	0.1728
cg00050873	AA06	48	5	1.682132	4.034499	23.758987	2.351682e-26	0.429412	1.946079	0.058199	0.054673	1.708873	0.094684	-0.289218	-0.460837	0.647238	0.190183	0.06164	0.951135
cg00050873	AAAS	48	5	0.24871	5.702457	30.949871	5.046698e-31	0.135885	0.567566	0.573282	0.013311	0.383459	0.703269	-0.3606	-0.529547	0.599149	0.215959	0.064509	0.948864
cg00050873	AACS	48	5	3.410036	6.362443	61.618919	1.385901e-43	0.201917	1.50491	0.139658	0.052573	2.702423	0.009814	-0.61189	-1.603415	0.116164	0.983641	0.524297	0.602764
cg00050873	AACSP1	48	5	1.323411	3.180115	18.782215	2.404361e-22	-0.056056	-0.254783	0.800105	0.024516	0.768527	0.446375	1.079308	1.724772	0.091751	0.056596	0.018397	0.985407
cg00050873	AADAC	48	5	1.34561	3.394101	25.786287	8.717897e-28	0.09245	0.54053	0.591621	0.026431	1.065814	0.292456	-0.844757	-1.736516	0.089633	3.271545	1.367942	0.178437
cg00050873	AADACL2	48	5	1.433292	1.955664	12.800383	2.909205e-16	0.146904	0.739964	0.463343	-0.008347	-0.289989	0.773218	1.14849	2.033942	0.048156	-4.313007	-1.553673	0.127592
cg00050873	AADACP1	48	5	0.945963	2.324844	11.04065	3.931014e-14	0.038117	0.139306	0.889859	-0.017923	-0.451754	0.653717	0.682256	0.876659	0.385543	3.210375	0.839088	0.406061
cg00050873	AADAT	48	5	1.074354	3.404752	21.135149	2.442829e-24	-0.162872	-0.778064	0.440792	-0.053606	-1.766179	0.084465	-0.498569	-0.83739	0.407003	3.19444	1.091353	0.281195
cg00050873	AAED1	48	5	0.660208	6.335106	34.417469	6.240377e-33	0.305047	1.275378	0.209023	0.021167	0.610347	0.544844	0.433057	0.63658	0.527773	1.992098	0.595643	0.554536
cg00050873	AAGAB	48	5	0.115966	5.120353	36.796501	3.864827e-34	0.007359	0.040698	0.967725	0.001847	0.070452	0.944161	-0.142662	-0.277394	0.782807	1.64543	0.650784	0.518649
cg00050873	AAK1	48	5	0.45779	5.554889	24.309765	9.384398e-27	-0.274644	-0.924959	0.360149	0.028623	0.664837	0.509705	0.199013	0.235651	0.814822	-0.612742	-0.147582	0.883363
cg00050873	AAMDC	48	5	0.987453	4.657211	30.048628	1.702264e-30	0.27352	1.358111	0.181512	0.003784	0.129582	0.897501	0.388972	0.679046	0.500748	2.764207	0.981567	0.331804
cg00050873	AAMP	48	5	2.241891	7.665346	91.226799	7.412031e-51	0.292699	2.680768	0.010373	0.017022	1.075205	0.288279	-0.220697	-0.710673	0.481124	0.692312	0.453464	0.652495
cg00050873	AANAT	48	5	2.211051	3.17842	18.871559	2.003337e-22	-0.474315	-2.167259	0.035799	-0.05868	-1.849197	0.071311	-0.175823	-0.282458	0.778948	2.856386	0.933392	0.355829
cg00050873	AAR2	48	5	0.763203	7.215561	84.834824	1.656447e-49	-0.004647	-0.042045	0.966658	0.003733	0.232973	0.816888	-0.025621	-0.081505	0.935418	-2.095476	-1.355931	0.1822
cg00050873	AARS	48	5	0.866916	7.759179	62.542053	7.362615e-44	0.065708	0.407591	0.685596	0.023084	0.987582	0.328882	-0.410181	-0.894572	0.375996	-0.710932	-0.315381	0.753998
cg00050873	AARS2	48	5	0.375339	6.405654	49.719795	1.241788e-39	0.048056	0.287054	0.77545	-0.000308	-0.012683	0.989939	-0.473426	-0.994261	0.325658	0.362837	0.154999	0.877548
cg00050873	AARSD1	48	5	1.687922	5.97712	50.355843	7.254104e-40	0.207326	1.344182	0.185939	0.002206	0.09865	0.921874	-0.176481	-0.40229	0.689463	-2.544148	-1.179644	0.244627
cg00050873	AASDH	48	5	0.849772	6.590289	48.005405	5.470054e-39	0.267595	1.500069	0.140904	-0.009258	-0.357925	0.722151	0.371101	0.731409	0.468497	-0.383472	-0.153734	0.878539
cg00050873	AASDHPPT	48	5	0.599367	7.718765	63.666451	3.449473e-44	-0.126779	-0.804744	0.425395	0.014341	0.627849	0.533424	0.396842	0.885652	0.380731	-0.573224	-0.260218	0.795938
cg00050873	AASS	48	5	0.635208	2.719454	16.377666	4.283668e-20	0.106074	0.491617	0.62549	-0.02717	-0.868483	0.389952	-0.667313	-1.087383	0.282925	0.982931	0.325795	0.74616
cg00050873	AATF	48	5	1.508559	8.833311	81.038315	1.172144e-48	-0.130229	-0.919435	0.362997	0.014903	0.725668	0.471974	-0.248578	-0.617038	0.540463	-2.854017	-1.441034	0.156818
cg00050873	AATK	48	5	1.356983	8.260504	62.865658	5.911183e-44	-0.159922	-0.93662	0.354185	0.020593	0.831829	0.410101	-0.499746	-1.029055	0.309208	3.461815	1.449978	0.15432
cg00050873	AB074162	48	5	1.085743	6.409581	19.705219	3.769917e-23	0.344956	0.816137	0.41892	0.028393	0.4633	0.645486	-1.544536	-1.284791	0.205744	-0.505515	-0.085534	0.932234
cg00050873	AB488780	48	5	0.360324	5.924201	46.27774	2.568943e-38	0.001453	0.008734	0.993072	0.019478	0.807562	0.423787	-0.326119	-0.68929	0.494344	1.007775	0.433268	0.666986
cg00050873	ABAT	48	5	1.476359	8.704835	37.375816	2.014e-34	-0.683993	-2.260108	0.028935	-0.021793	-0.496655	0.621962	-0.923835	-1.073266	0.289138	0.640072	0.151255	0.880482
cg00050873	ABCA1	48	5	0.533944	5.307829	23.650509	2.824218e-26	0.259913	0.891248	0.377756	-0.0128	-0.302713	0.763568	0.336148	0.405263	0.687294	3.023703	0.741504	0.462419
cg00050873	ABCA11P	48	5	0.387975	4.159594	21.140898	2.416853e-24	0.0798	0.312122	0.756456	-0.013658	-0.368435	0.714356	-0.472336	-0.64954	0.519444	4.308574	1.205194	0.234719
cg00050873	ABCA12	48	5	1.027266	1.952762	12.728271	3.529646e-16	0.050302	0.25232	0.801996	-0.020172	-0.697842	0.489033	-0.242252	-0.427237	0.671338	4.998896	1.793266	0.079966
cg00050873	ABCA13	48	5	1.331661	1.943521	15.561869	2.826549e-19	-0.194215	-1.196747	0.237962	-0.023756	-1.009578	0.318345	0.49819	1.079321	0.286462	0.296978	0.130872	0.896487
cg00050873	ABCA17P	48	5	0.5174	3.587775	16.500006	3.247091e-20	0.134375	0.475582	0.636779	-0.038955	-0.950874	0.346983	-0.414804	-0.51616	0.608387	-0.43743	-0.110718	0.912355
