Marker1	Marker2	Correlation	Lower	Upper	t-statistic
LINC00297	LINC00334	0.696583	0.518830	0.816601	6.726457
LINC00297	LINC00337	0.503782	0.262197	0.685945	4.040491
LINC00297	LINC00339	0.566483	0.342068	0.729765	4.762567
LINC00297	LINC00342	0.670140	0.481628	0.799380	6.255257
LINC00297	LINC00343	0.682881	0.499468	0.807704	6.476316
LINC00297	LINC00345	0.162833	-0.121004	0.422056	1.143401
LINC00297	LINC00346	0.460168	0.208525	0.654665	3.590925
LINC00297	LINC00347	0.326546	0.053012	0.554498	2.393593
LINC00297	LINC00348	0.717105	0.548172	0.829819	7.128409
LINC00297	LINC00350	0.425690	0.167143	0.629457	3.259332
LINC00297	LINC00351	0.331533	0.058587	0.558358	2.434618
LINC00297	LINC00353	0.609988	0.399460	0.759401	5.333245
LINC00297	LINC00354	0.387860	0.122761	0.601296	2.915399
LINC00297	LINC00355	0.438079	0.181909	0.638565	3.376326
LINC00297	LINC00358	0.298055	0.021485	0.532250	2.163313
LINC00297	LINC00362	0.553710	0.325530	0.720945	4.606901
LINC00297	LINC00363	0.455078	0.202359	0.650971	3.540758
LINC00297	LINC00364	0.112893	-0.170828	0.379326	0.787179
LINC00297	LINC00365	0.073325	-0.209299	0.344644	0.509384
LINC00297	LINC00366	-0.144833	-0.406786	0.139129	-1.014124
LINC00297	LINC00368	0.468235	0.218340	0.660502	3.671361
LINC00297	LINC00370	0.626699	0.421953	0.770622	5.571806
LINC00297	LINC00374	0.389829	0.125045	0.602775	2.932842
LINC00297	LINC00375	0.132581	-0.151357	0.396308	0.926729
LINC00297	LINC00376	0.681521	0.497557	0.806818	6.452212
LINC00297	LINC00377	0.455078	0.202359	0.650971	3.540758
LINC00297	LINC00379	0.611635	0.401667	0.760511	5.356238
LINC00297	LINC00380	0.527792	0.292396	0.702882	4.305111
LINC00297	LINC00381	0.168884	-0.114869	0.427156	1.187111
LINC00297	LINC00382	0.087829	-0.195298	0.357443	0.610859
LINC00297	LINC00383	0.517563	0.279473	0.695691	4.190740
LINC00297	LINC00384	0.660888	0.468771	0.793305	6.101086
LINC00297	LINC00385	0.517695	0.279639	0.695784	4.192195
LINC00297	LINC00388	0.618151	0.410417	0.764893	5.448288
LINC00297	LINC00390	0.768836	0.624030	0.862588	8.330092
LINC00297	LINC00391	0.194910	-0.088229	0.448908	1.376781
LINC00297	LINC00392	-0.464874	-0.658073	-0.214244	-3.637706
LINC00297	LINC00393	0.275678	-0.002897	0.514547	1.986950
LINC00297	LINC00397	0.514334	0.275411	0.693413	4.155142
LINC00297	LINC00398	0.831357	0.719505	0.901169	10.364221
LINC00297	LINC00399	0.502881	0.261073	0.685306	4.030822
LINC00297	LINC00400	0.403323	0.140775	0.612871	3.053691
LINC00297	LINC00402	0.439349	0.183428	0.639495	3.388447
LINC00297	LINC00404	0.686067	0.503954	0.809777	6.533278
LINC00297	LINC00408	0.432605	0.175370	0.634547	3.324346
LINC00297	LINC00411	0.236014	-0.045315	0.482659	1.682693
LINC00297	LINC00412	0.663289	0.472100	0.794884	6.140606
LINC00297	LINC00421	0.755360	0.604003	0.854127	7.985978
LINC00297	LINC00423	0.352413	0.082115	0.574418	2.608968
LINC00297	LINC00424	0.484178	0.237885	0.671968	3.833826
LINC00297	LINC00426	-0.336375	-0.562097	-0.064016	-2.474675
LINC00297	LINC00430	-0.142953	-0.405183	0.141010	-1.000686
LINC00297	LINC00431	0.326546	0.053012	0.554498	2.393593
LINC00297	LINC00433	0.278463	0.000120	0.516761	2.008702
LINC00297	LINC00437	0.302000	0.025818	0.535350	2.194797
LINC00297	LINC00440	0.253025	-0.027246	0.496415	1.811973
LINC00297	LINC00442	0.582329	0.362780	0.740631	4.962761
LINC00297	LINC00443	0.388812	0.123864	0.602010	2.923819
LINC00297	LINC00445	0.397320	0.133761	0.608388	2.999648
LINC00297	LINC00446	0.624088	0.418422	0.768874	5.533731
LINC00297	LINC00448	0.719280	0.551306	0.831212	7.173123
LINC00297	LINC00449	0.506843	0.266021	0.688115	4.073494
LINC00297	LINC00454	0.315494	0.040717	0.545906	2.303447
LINC00297	LINC00456	0.485906	0.240017	0.673206	3.851735
LINC00297	LINC00457	0.422147	0.162941	0.626842	3.226290
LINC00297	LINC00458	0.330420	0.057341	0.557498	2.425446
LINC00297	LINC00459	0.056134	-0.225745	0.329341	0.389525
LINC00298	LINC00299	-0.428630	-0.631623	-0.170636	-3.286883
LINC00298	LINC00301	0.466854	0.216656	0.659504	3.657506
LINC00298	LINC00303	0.175466	-0.108169	0.432686	1.234825
LINC00298	LINC00304	0.155918	-0.127989	0.416207	1.093609
LINC00298	LINC00305	0.083699	-0.199296	0.353809	0.581929
LINC00298	LINC00308	0.500204	0.257737	0.683404	4.002177
LINC00298	LINC00309	0.524094	0.287714	0.700287	4.263474
LINC00298	LINC00310	-0.443361	-0.642431	-0.188240	-3.426922
LINC00298	LINC00311	0.485198	0.239143	0.672698	3.844386
LINC00298	LINC00313	0.512605	0.273240	0.692192	4.136188
LINC00298	LINC00314	0.203462	-0.079386	0.455990	1.439743
LINC00298	LINC00315	-0.055564	-0.328830	0.226289	-0.385551
LINC00298	LINC00319	0.010036	-0.269068	0.287585	0.069535
LINC00298	LINC00320	0.428283	0.170224	0.631368	3.283629
LINC00298	LINC00322	0.137530	-0.146428	0.400549	0.961979
LINC00298	LINC00324	0.554841	0.326989	0.721728	4.620491
LINC00298	LINC00326	-0.135078	-0.398449	0.148872	-0.944504
LINC00298	LINC00327	0.013493	-0.265858	0.290754	0.093494
LINC00298	LINC00330	0.615503	0.406856	0.763114	5.410659
LINC00298	LINC00331	0.398358	0.134971	0.609164	3.008953
LINC00298	LINC00332	0.268571	-0.010571	0.508881	1.931688
LINC00298	LINC00334	0.144925	-0.139036	0.406865	1.014786
LINC00298	LINC00337	0.227472	-0.054320	0.475705	1.618403
LINC00298	LINC00339	0.142953	-0.141010	0.405183	1.000686
LINC00298	LINC00342	0.109825	-0.173842	0.376663	0.765522
LINC00298	LINC00343	-0.137479	-0.400505	0.146479	-0.961613
LINC00298	LINC00345	-0.264538	-0.505656	0.014913	-1.900476
LINC00298	LINC00346	0.328115	0.054764	0.555714	2.406477
LINC00298	LINC00347	0.563725	0.338485	0.727865	4.728540
LINC00298	LINC00348	-0.082117	-0.352414	0.200826	-0.570850
LINC00298	LINC00350	-0.528067	-0.703076	-0.292745	-4.308227
LINC00298	LINC00351	0.512857	0.273557	0.692371	4.138950
LINC00298	LINC00353	0.195582	-0.087536	0.449466	1.381718
LINC00298	LINC00354	0.342145	0.070507	0.566542	2.522703
LINC00298	LINC00355	0.173301	-0.110376	0.430869	1.219113
LINC00298	LINC00358	0.478992	0.231505	0.668248	3.780448
LINC00298	LINC00362	-0.467371	-0.659877	-0.217286	-3.662688
LINC00298	LINC00363	0.017911	-0.261746	0.294794	0.124112
LINC00298	LINC00364	0.164562	-0.119253	0.423515	1.155876
LINC00298	LINC00365	-0.111837	-0.378409	0.171866	-0.779719
LINC00298	LINC00366	-0.362995	-0.582492	-0.094156	-2.698996
LINC00298	LINC00368	-0.046723	-0.320902	0.234682	-0.324058
LINC00298	LINC00370	-0.053445	-0.326934	0.228304	-0.370810
LINC00298	LINC00374	0.407981	0.146235	0.616340	3.095953
LINC00298	LINC00375	-0.313613	-0.544439	-0.038633	-2.288216
LINC00298	LINC00376	-0.035728	-0.310988	0.245062	-0.247689
LINC00298	LINC00377	0.095510	-0.187836	0.364181	0.664753
LINC00298	LINC00379	-0.209801	-0.461219	0.072803	-1.486630
LINC00298	LINC00380	0.125861	-0.158027	0.390532	0.878983
LINC00298	LINC00381	0.144682	-0.139280	0.406657	1.013044
LINC00298	LINC00382	0.481260	0.234293	0.669876	3.803732
LINC00298	LINC00383	-0.002929	-0.281053	0.275648	-0.020294
LINC00298	LINC00384	-0.369988	-0.587804	-0.102156	-2.759151
LINC00298	LINC00385	0.147083	-0.136873	0.408703	1.030224
LINC00298	LINC00388	0.103001	-0.180527	0.370725	0.717429
LINC00298	LINC00390	-0.011861	-0.289258	0.267375	-0.082179
LINC00298	LINC00391	0.528547	0.293354	0.703412	4.313662
LINC00298	LINC00392	-0.150348	-0.411480	0.133595	-1.053619
LINC00298	LINC00393	0.180408	-0.103123	0.436825	1.270755
LINC00298	LINC00397	0.216807	-0.065499	0.466978	1.538679
LINC00298	LINC00398	-0.190972	-0.445636	0.092286	-1.347903
LINC00298	LINC00399	0.128698	-0.155215	0.392973	0.899121
LINC00298	LINC00400	-0.177867	-0.434698	0.105719	-1.252270
LINC00298	LINC00402	-0.224885	-0.473592	0.057038	-1.599005
LINC00298	LINC00404	0.038560	-0.242394	0.313547	0.267353
LINC00298	LINC00408	-0.003890	-0.281937	0.274760	-0.026948
LINC00298	LINC00411	-0.223049	-0.472091	0.058964	-1.585268
LINC00298	LINC00412	-0.052677	-0.326246	0.229034	-0.365465
LINC00298	LINC00421	-0.028908	-0.304808	0.251468	-0.200366
LINC00298	LINC00423	0.262809	-0.016770	0.504272	1.887132
LINC00298	LINC00424	0.343866	0.072447	0.567864	2.537084
LINC00298	LINC00426	-0.279808	-0.517829	-0.001578	-2.019222
LINC00298	LINC00430	-0.181945	-0.438109	0.101551	-1.281948
LINC00298	LINC00431	0.150836	-0.133105	0.411895	1.057114
LINC00298	LINC00433	0.298439	0.021907	0.532552	2.166373
LINC00298	LINC00437	0.359721	0.090422	0.579998	2.671014
LINC00298	LINC00440	0.262438	-0.017169	0.503975	1.884266
LINC00298	LINC00442	0.015894	-0.263625	0.292951	0.110133
LINC00298	LINC00443	0.175030	-0.108614	0.432320	1.231656
LINC00298	LINC00445	0.379265	0.112823	0.594822	2.839790
LINC00298	LINC00446	0.037841	-0.243072	0.312898	0.262358
LINC00298	LINC00448	-0.045570	-0.319865	0.235773	-0.316048
LINC00298	LINC00449	-0.213541	-0.464296	0.068907	-1.514389
LINC00298	LINC00454	0.228769	-0.052956	0.476762	1.628135
LINC00298	LINC00456	-0.416375	-0.622572	-0.156116	-3.172843
LINC00298	LINC00457	-0.409133	-0.617198	-0.147589	-3.106453
LINC00298	LINC00458	0.090132	-0.193064	0.359466	0.627005
LINC00298	LINC00459	-0.266939	-0.507577	0.012330	-1.919041
LINC00299	LINC00301	-0.143200	-0.405394	0.140763	-1.002451
LINC00299	LINC00303	-0.026652	-0.302758	0.253582	-0.184716
LINC00299	LINC00304	-0.268770	-0.509040	0.010357	-1.933227
LINC00299	LINC00305	-0.248463	-0.492738	0.032110	-1.777133
LINC00299	LINC00308	-0.207655	-0.459451	0.075035	-1.470735
LINC00299	LINC00309	-0.606248	-0.756877	-0.394460	-5.281446
LINC00299	LINC00310	0.159476	-0.124399	0.419219	1.119203
LINC00299	LINC00311	-0.278573	-0.516848	-0.000239	-2.009557
LINC00299	LINC00313	-0.433336	-0.635084	-0.176241	-3.331257
LINC00299	LINC00314	-0.497071	-0.681175	-0.253840	-3.968845
LINC00299	LINC00315	-0.083179	-0.353351	0.199799	-0.578287
LINC00299	LINC00319	-0.312613	-0.543658	-0.037525	-2.280121
LINC00299	LINC00320	-0.203030	-0.455633	0.079834	-1.436553
LINC00299	LINC00322	-0.309018	-0.540849	-0.033552	-2.251121
LINC00299	LINC00324	-0.305088	-0.537772	-0.029217	-2.219530
LINC00299	LINC00326	-0.375855	-0.592247	-0.108895	-2.810039
LINC00299	LINC00327	-0.198564	-0.451938	0.084456	-1.403642
LINC00299	LINC00330	-0.411450	-0.618919	-0.150312	-3.127612
LINC00299	LINC00331	-0.188066	-0.443217	0.095274	-1.326630
LINC00299	LINC00332	0.073423	-0.209205	0.344730	0.510067
LINC00299	LINC00334	-0.517912	-0.695937	-0.279912	-4.194596
LINC00299	LINC00337	-0.322080	-0.551032	-0.048034	-2.357039
LINC00299	LINC00339	-0.239958	-0.485858	0.041143	-1.712510
LINC00299	LINC00342	-0.146757	-0.408426	0.137200	-1.027894
LINC00299	LINC00343	-0.292012	-0.527489	-0.014868	-2.115314
LINC00299	LINC00345	0.209561	-0.073053	0.461021	1.484850
LINC00299	LINC00346	-0.473241	-0.664111	-0.224455	-3.721857
LINC00299	LINC00347	-0.475328	-0.665614	-0.227011	-3.743055
LINC00299	LINC00348	-0.331597	-0.558408	-0.058658	-2.435145
LINC00299	LINC00350	0.226320	-0.055531	0.474764	1.609759
LINC00299	LINC00351	-0.558010	-0.723921	-0.331082	-4.658770
LINC00299	LINC00353	-0.397561	-0.608568	-0.134041	-3.001801
LINC00299	LINC00354	-0.603823	-0.755238	-0.391225	-5.248158
LINC00299	LINC00355	-0.568225	-0.730963	-0.344335	-4.784184
LINC00299	LINC00358	-0.484670	-0.672320	-0.238492	-3.838915
LINC00299	LINC00362	0.629595	0.425877	0.772557	5.614402
LINC00299	LINC00363	-0.142188	-0.404530	0.141775	-0.995221
LINC00299	LINC00364	-0.368172	-0.586427	-0.100075	-2.743480
LINC00299	LINC00365	0.023242	-0.256772	0.299656	0.161068
LINC00299	LINC00366	0.381732	0.115670	0.596684	2.861403
LINC00299	LINC00368	-0.342865	-0.567096	-0.071319	-2.528721
LINC00299	LINC00370	0.088790	-0.194367	0.358287	0.617592
LINC00299	LINC00374	-0.427656	-0.630906	-0.169477	-3.277739
LINC00299	LINC00375	0.229489	-0.052198	0.477349	1.633546
LINC00299	LINC00376	-0.307969	-0.540028	-0.032394	-2.242677
LINC00299	LINC00377	-0.027996	-0.303980	0.252323	-0.194037
LINC00299	LINC00379	0.187764	-0.095584	0.442965	1.324424
LINC00299	LINC00380	-0.311227	-0.542576	-0.035993	-2.268932
LINC00299	LINC00381	0.160532	-0.123331	0.420112	1.126813
LINC00299	LINC00382	-0.163081	-0.422265	0.120753	-1.145190
LINC00299	LINC00383	0.321792	0.047713	0.550808	2.354686
LINC00299	LINC00384	0.452544	0.199296	0.649128	3.515945
LINC00299	LINC00385	-0.105597	-0.372986	0.177987	-0.735709
LINC00299	LINC00388	-0.106557	-0.373822	0.177047	-0.742477
LINC00299	LINC00390	-0.116834	-0.382739	0.166948	-0.815028
LINC00299	LINC00391	0.125237	-0.158646	0.389994	0.874554
LINC00299	LINC00392	0.340800	0.068993	0.565508	2.511483
LINC00299	LINC00393	-0.050517	-0.324310	0.231085	-0.350442
LINC00299	LINC00397	0.091671	-0.191570	0.360817	0.637800
LINC00299	LINC00398	0.091959	-0.191290	0.361069	0.639822
LINC00299	LINC00399	-0.157082	-0.417193	0.126815	-1.101977
LINC00299	LINC00400	0.162121	-0.121725	0.421454	1.138263
LINC00299	LINC00402	-0.030062	-0.305855	0.250386	-0.208371
LINC00299	LINC00404	-0.494622	-0.679431	-0.250799	-3.942936
LINC00299	LINC00408	-0.280151	-0.518101	-0.001950	-2.021907
LINC00299	LINC00411	-0.235780	-0.482468	0.045563	-1.680923
LINC00299	LINC00412	-0.007587	-0.285337	0.271338	-0.052567
LINC00299	LINC00421	-0.055657	-0.328914	0.226200	-0.386201
LINC00299	LINC00423	-0.262719	-0.504200	0.016867	-1.886440
LINC00299	LINC00424	-0.435016	-0.636319	-0.178248	-3.347187
LINC00299	LINC00426	0.589594	0.372350	0.745585	5.057358
LINC00299	LINC00430	0.318135	0.043647	0.547963	2.324892
LINC00299	LINC00431	0.234927	-0.046464	0.481775	1.674485
LINC00299	LINC00433	-0.229681	-0.477506	0.051995	-1.634989
LINC00299	LINC00437	-0.527564	-0.702723	-0.292107	-4.302540
LINC00299	LINC00440	-0.030638	-0.306378	0.249845	-0.212369
LINC00299	LINC00442	-0.028908	-0.304808	0.251468	-0.200366
LINC00299	LINC00443	-0.181229	-0.437511	0.102283	-1.276732
LINC00299	LINC00445	-0.653525	-0.788450	-0.458595	-5.981928
LINC00299	LINC00446	0.102000	-0.181506	0.369852	0.710383
LINC00299	LINC00448	-0.532690	-0.706313	-0.298615	-4.360792
LINC00299	LINC00449	0.327211	0.053754	0.555013	2.399046
LINC00299	LINC00454	-0.085238	-0.355164	0.197808	-0.592705
LINC00299	LINC00456	0.345843	0.074679	0.569383	2.553647
LINC00299	LINC00457	0.111986	-0.171719	0.378539	0.780774
LINC00299	LINC00458	0.084084	-0.198925	0.354147	0.584619
LINC00299	LINC00459	0.035151	-0.245605	0.310466	0.243683
LINC00301	LINC00303	0.017624	-0.262014	0.294532	0.122121
LINC00301	LINC00304	-0.137770	-0.400755	0.146188	-0.963691
LINC00301	LINC00305	-0.004274	-0.282291	0.274405	-0.029611
LINC00301	LINC00308	0.536666	0.303678	0.709093	4.406442
LINC00301	LINC00309	0.496542	0.253183	0.680799	3.963246
LINC00301	LINC00310	-0.295998	-0.530631	-0.019229	-2.146938
LINC00301	LINC00311	0.589800	0.372622	0.745725	5.060071
LINC00301	LINC00313	0.211578	-0.070954	0.462681	1.499807
LINC00301	LINC00314	0.506675	0.265811	0.687997	4.071681
LINC00301	LINC00315	0.092352	-0.190908	0.361414	0.642580
LINC00301	LINC00319	0.154241	-0.129679	0.414786	1.081558
LINC00301	LINC00320	0.289467	0.012088	0.525479	2.095183
LINC00301	LINC00322	0.099140	-0.184298	0.367355	0.690266
LINC00301	LINC00324	0.270872	-0.008091	0.510717	1.949538
LINC00301	LINC00326	-0.125141	-0.389912	0.158741	-0.873872
LINC00301	LINC00327	0.178444	-0.105131	0.435181	1.256460
LINC00301	LINC00330	0.119060	-0.164753	0.384664	0.830778
LINC00301	LINC00331	0.322055	0.048006	0.551013	2.356836
LINC00301	LINC00332	0.237941	-0.043278	0.484223	1.697248
LINC00301	LINC00334	0.476253	0.228145	0.666280	3.752473
LINC00301	LINC00337	0.745822	0.589943	0.848107	7.756879
LINC00301	LINC00339	0.135946	-0.148008	0.399192	0.950685
LINC00301	LINC00342	0.326650	0.053128	0.554578	2.394445
LINC00301	LINC00343	0.250426	-0.030019	0.494321	1.792108
LINC00301	LINC00345	-0.194723	-0.448752	0.088423	-1.375405
LINC00301	LINC00346	0.479771	0.232463	0.668808	3.788441
LINC00301	LINC00347	0.277067	-0.001393	0.515651	1.997787
LINC00301	LINC00348	-0.103153	-0.370857	0.180379	-0.718496
LINC00301	LINC00350	-0.224591	-0.473352	0.057346	-1.596807
LINC00301	LINC00351	0.555321	0.327608	0.722061	4.626272
LINC00301	LINC00353	0.425989	0.167497	0.629677	3.262123
LINC00301	LINC00354	0.334566	0.061986	0.560702	2.459686
LINC00301	LINC00355	0.147182	-0.136774	0.408788	1.030937
LINC00301	LINC00358	0.501717	0.259621	0.684479	4.018343
LINC00301	LINC00362	0.038800	-0.242168	0.313764	0.269020
LINC00301	LINC00363	0.024154	-0.255919	0.300486	0.167394
LINC00301	LINC00364	-0.314869	-0.545419	-0.040025	-2.298387
LINC00301	LINC00365	-0.359144	-0.579559	-0.089765	-2.666101
LINC00301	LINC00366	-0.582179	-0.740528	-0.362583	-4.960825
LINC00301	LINC00368	-0.063195	-0.335643	0.219010	-0.438703
LINC00301	LINC00370	0.123124	-0.160737	0.388173	0.859570
LINC00301	LINC00374	0.566558	0.342166	0.729816	4.763499
LINC00301	LINC00375	-0.346467	-0.569862	-0.075384	-2.558885
LINC00301	LINC00376	0.045742	-0.235611	0.320020	0.317239
LINC00301	LINC00377	0.090518	-0.192689	0.359805	0.629715
LINC00301	LINC00379	0.195352	-0.087774	0.449274	1.380023
LINC00301	LINC00380	0.255258	-0.024861	0.498212	1.829074
LINC00301	LINC00381	0.044803	-0.236499	0.319175	0.310716
LINC00301	LINC00382	0.196936	-0.086138	0.450589	1.391668
LINC00301	LINC00383	0.231464	-0.050118	0.478958	1.648392
LINC00301	LINC00384	0.234339	-0.047084	0.481297	1.670053
LINC00301	LINC00385	0.251723	-0.028636	0.495366	1.802012
LINC00301	LINC00388	0.292012	0.014868	0.527489	2.115314
LINC00301	LINC00390	0.313045	0.038004	0.543995	2.283616
LINC00301	LINC00391	0.567457	0.343335	0.730435	4.774641
LINC00301	LINC00392	-0.574179	-0.735053	-0.352101	-4.858787
LINC00301	LINC00393	-0.134025	-0.397546	0.149921	-0.937005
LINC00301	LINC00397	0.659079	0.466266	0.792114	6.071530
LINC00301	LINC00398	0.157603	-0.126290	0.417634	1.105723
LINC00301	LINC00399	0.084688	-0.198340	0.354680	0.588851
LINC00301	LINC00400	0.010901	-0.268266	0.288378	0.075528
LINC00301	LINC00402	-0.061565	-0.334191	0.220567	-0.427346
LINC00301	LINC00404	0.143993	-0.139970	0.406070	1.008115
LINC00301	LINC00408	-0.006003	-0.283881	0.272806	-0.041588
LINC00301	LINC00411	-0.345747	-0.569309	-0.074571	-2.552842
LINC00301	LINC00412	0.137290	-0.146667	0.400344	0.960267
LINC00301	LINC00421	0.302247	0.026090	0.535544	2.196775
LINC00301	LINC00423	0.394679	0.130684	0.606412	2.976015
LINC00301	LINC00424	0.539125	0.306815	0.710808	4.434872
LINC00301	LINC00426	-0.285865	-0.522631	-0.008162	-2.066779
LINC00301	LINC00430	-0.387284	-0.600863	-0.122094	-2.910303
LINC00301	LINC00431	0.360890	0.091755	0.580890	2.680999
LINC00301	LINC00433	-0.105501	-0.372902	0.178081	-0.735033
LINC00301	LINC00437	-0.130955	-0.394912	0.152974	-0.915162
LINC00301	LINC00440	0.046582	-0.234815	0.320775	0.323080
LINC00301	LINC00442	0.165910	-0.117886	0.424652	1.165615
LINC00301	LINC00443	0.126582	-0.157314	0.391152	0.884095
LINC00301	LINC00445	0.080268	-0.202612	0.350783	0.557913
LINC00301	LINC00446	0.226835	-0.054990	0.475184	1.613621
LINC00301	LINC00448	0.097337	-0.186056	0.365779	0.677590
LINC00301	LINC00449	0.184686	-0.098742	0.440399	1.301941
LINC00301	LINC00454	0.073281	-0.209342	0.344604	0.509073
LINC00301	LINC00456	0.031165	-0.249350	0.306856	0.216024
LINC00301	LINC00457	0.061323	-0.220798	0.333975	0.425663
LINC00301	LINC00458	0.020024	-0.259776	0.296723	0.138762
LINC00301	LINC00459	-0.559149	-0.724708	-0.332556	-4.672599
LINC00303	LINC00304	0.765348	0.618829	0.860404	8.238591
LINC00303	LINC00305	0.442662	0.187400	0.641920	3.420201
LINC00303	LINC00308	0.139293	-0.144669	0.402057	0.974552
LINC00303	LINC00309	0.354015	0.083933	0.575643	2.622520
LINC00303	LINC00310	0.417969	0.157999	0.623753	3.187562
LINC00303	LINC00311	0.477478	0.229647	0.667160	3.764966
LINC00303	LINC00313	0.436745	0.180313	0.637587	3.363616
LINC00303	LINC00314	0.239723	-0.041391	0.485668	1.710735
LINC00303	LINC00315	0.610301	0.399880	0.759612	5.337611
LINC00303	LINC00319	0.577301	0.356185	0.737192	4.898350
LINC00303	LINC00320	0.321544	0.047438	0.550615	2.352664
LINC00303	LINC00322	0.736602	0.576440	0.842261	7.545658
LINC00303	LINC00324	0.547026	0.316932	0.716309	4.527343
LINC00303	LINC00326	0.552762	0.324309	0.720289	4.595550
LINC00303	LINC00327	0.380801	0.114596	0.595982	2.853242
LINC00303	LINC00330	0.574454	0.352460	0.735241	4.862258
LINC00303	LINC00331	0.354472	0.084453	0.575993	2.626397
LINC00303	LINC00332	0.414416	0.153805	0.621120	3.154813
LINC00303	LINC00334	0.378506	0.111948	0.594249	2.833153
LINC00303	LINC00337	0.162457	-0.121385	0.421738	1.140687
LINC00303	LINC00339	0.755889	0.604785	0.854460	7.999002
LINC00303	LINC00342	0.611136	0.400998	0.760175	5.349264
LINC00303	LINC00343	0.138299	-0.145661	0.401206	0.967458
LINC00303	LINC00345	0.394343	0.130292	0.606160	2.973013
LINC00303	LINC00346	0.408653	0.147025	0.616840	3.102076
LINC00303	LINC00347	0.550484	0.321375	0.718710	4.568345
LINC00303	LINC00348	0.555862	0.328307	0.722436	4.632800
LINC00303	LINC00350	0.382386	0.116426	0.597176	2.867144
LINC00303	LINC00351	0.280206	0.002010	0.518145	2.022336
LINC00303	LINC00353	0.522173	0.285287	0.698937	4.241975
LINC00303	LINC00354	0.430753	0.173163	0.633186	3.306863
LINC00303	LINC00355	0.521501	0.284438	0.698464	4.234472
LINC00303	LINC00358	0.394055	0.129957	0.605944	2.970441
LINC00303	LINC00362	0.366491	0.098152	0.585151	2.729007
LINC00303	LINC00363	0.774953	0.633184	0.866412	8.495039
LINC00303	LINC00364	0.513530	0.274401	0.692845	4.146317
LINC00303	LINC00365	0.469735	0.220170	0.661584	3.686445
LINC00303	LINC00366	0.405335	0.143132	0.614371	3.071913
LINC00303	LINC00368	0.658839	0.465934	0.791955	6.067622
LINC00303	LINC00370	0.336911	0.064618	0.562511	2.479125
LINC00303	LINC00374	0.317662	0.043123	0.547595	2.321050
LINC00303	LINC00375	0.434296	0.177388	0.635790	3.340355
LINC00303	LINC00376	0.445362	0.190643	0.643893	3.446203
LINC00303	LINC00377	0.487263	0.241691	0.674176	3.865827
LINC00303	LINC00379	0.386765	0.121492	0.600473	2.905716
LINC00303	LINC00380	0.359249	0.089885	0.579639	2.666993
LINC00303	LINC00381	0.248986	-0.031554	0.493159	1.781115
LINC00303	LINC00382	0.475173	0.226821	0.665502	3.741473
LINC00303	LINC00383	0.493853	0.249846	0.678883	3.934833
LINC00303	LINC00384	0.338399	0.066291	0.563659	2.491492
LINC00303	LINC00385	0.621480	0.414901	0.767127	5.496003
LINC00303	LINC00388	0.660472	0.468194	0.793031	6.094267
LINC00303	LINC00390	0.349684	0.079023	0.572329	2.585940
LINC00303	LINC00391	0.337103	0.064834	0.562659	2.480720
LINC00303	LINC00392	0.063819	-0.218413	0.336199	0.443055
LINC00303	LINC00393	0.328315	0.054988	0.555868	2.408121
LINC00303	LINC00397	0.182045	-0.101448	0.438193	1.282679
LINC00303	LINC00398	0.508296	0.267838	0.689144	4.089231
LINC00303	LINC00399	0.132158	-0.151778	0.395945	0.923722
LINC00303	LINC00400	0.602886	0.389978	0.754605	5.235365
LINC00303	LINC00402	0.526088	0.290238	0.701687	4.285887
LINC00303	LINC00404	0.261477	-0.018200	0.503205	1.876863
LINC00303	LINC00408	0.628106	0.423859	0.771563	5.592461
LINC00303	LINC00411	0.395736	0.131914	0.607203	2.985458
LINC00303	LINC00412	0.604144	0.391654	0.755455	5.252559
LINC00303	LINC00421	0.391663	0.127176	0.604151	2.949135
LINC00303	LINC00423	0.400874	0.137910	0.611044	3.031585
LINC00303	LINC00424	0.124949	-0.158931	0.389746	0.872510
LINC00303	LINC00426	0.165766	-0.118032	0.424530	1.164574
LINC00303	LINC00430	0.244952	-0.035845	0.489901	1.750402
LINC00303	LINC00431	0.564050	0.338908	0.728089	4.732546
LINC00303	LINC00433	0.450911	0.197325	0.647939	3.500015
LINC00303	LINC00437	0.489627	0.244613	0.675867	3.890485
LINC00303	LINC00440	0.483204	0.236686	0.671270	3.823765
LINC00303	LINC00442	0.597277	0.382520	0.750806	5.159449
LINC00303	LINC00443	0.812408	0.690116	0.889592	9.652957
LINC00303	LINC00445	0.495582	0.251991	0.680115	3.953081
LINC00303	LINC00446	0.413619	0.152866	0.620529	3.147497
LINC00303	LINC00448	0.293212	0.016180	0.528436	2.124826
LINC00303	LINC00449	0.531825	0.297516	0.705709	4.350921
LINC00303	LINC00454	0.604975	0.392762	0.756017	5.263949
LINC00303	LINC00456	0.064731	-0.217541	0.337012	0.449415
LINC00303	LINC00457	-0.050327	-0.324138	0.231266	-0.349115
LINC00303	LINC00458	0.241927	-0.039056	0.487454	1.727431
LINC00303	LINC00459	0.480972	0.233939	0.669669	3.800769
LINC00304	LINC00305	0.575188	0.353420	0.735744	4.871533
LINC00304	LINC00308	0.169280	-0.114466	0.427489	1.189979
LINC00304	LINC00309	0.448990	0.195010	0.646540	3.481331
LINC00304	LINC00310	0.366050	0.097647	0.584816	2.725215
LINC00304	LINC00311	0.355543	0.085668	0.576811	2.635474
LINC00304	LINC00313	0.410900	0.149666	0.618511	3.122587
