5.531742858	5.238111989	5.704730246	5.33714125	5.508387868	5.29910628	5.33398959	5.688046034	5.741851083	5.805404177	5.559785796	5.435298749	5.560189884	5.755732183	5.523925942	5.909850403	5.238070281	5.531876268	5.788094136	5.293278832	5.424392977	5.824448494	5.748537906	6.164748772	5.489934283	5.853799861	5.737535917	5.729477526	5.449308225	5.558898225	5.449355566	5.983570145	5.345008464	5.186865489	5.998898602	5.75930707	5.842061739	5.776755344	5.718042219	5.568092886	6.187971555	5.298842019	5.373141909	5.300036728	5.490513326	5.898712154	5.428577337	6.058906701	5.660104414	5.59965445
4.89350919	5.084392329	5.352955004	5.062162014	5.372403752	5.776410051	5.002675576	5.165795238	4.715928393	5.584571012	5.048457678	5.310992263	5.492699165	4.996632478	5.061949369	4.82190224	5.112989556	5.124219618	5.080863273	4.690133339	5.040043979	4.955792201	4.649852417	4.884511266	4.881181316	4.850839744	5.308902016	5.491790192	4.693220265	5.05280598	4.856240883	4.977596676	5.052022161	5.4068927	4.737921937	5.120728981	5.001705577	4.496589915	4.644059578	4.80247122	5.15487817	5.073783738	5.006714097	4.37209382	4.761268433	5.08535687	4.917713151	5.02084615	5.2723894	4.577962307
3.277384044	3.547444621	3.242008321	3.489609203	3.141877536	3.679888808	3.467646419	3.318957566	3.261092664	3.140202275	3.461233854	3.737570759	3.664269287	3.577689037	2.946798376	3.470828657	3.546607561	3.275743777	3.350443381	3.292708798	3.356175228	3.616504777	3.534193581	3.296980354	3.039957295	3.61045729	3.475368734	3.270695126	3.752362419	3.389800724	3.23414418	3.391774778	3.191007866	3.626000965	3.23152821	3.446289673	2.917242122	3.771748385	3.272162937	3.108782136	3.496370933	3.657224929	3.235364092	3.808615077	3.595154949	3.247416297	3.329581899	3.628069478	3.531036945	3.132939584
4.372265669	4.857342718	4.204938504	4.360889875	3.552346521	4.070815374	4.221903369	3.657700783	4.339848342	4.245505426	4.217598106	4.779335108	4.081754099	3.874110925	3.466417538	3.860226388	3.915962229	4.171967248	4.112531317	4.257620811	3.969494088	4.053278032	4.088858465	4.118122372	4.149825644	4.006186421	4.382954044	3.947635567	4.313282899	3.960066092	4.015661094	3.807591631	3.93220405	3.772477319	3.717060048	3.73456593	3.789635493	3.626866203	4.067216551	3.733721276	3.789845542	3.977966801	4.068616166	4.064124097	3.701101106	3.594309561	4.083955938	4.211099641	3.948160795	3.904668086
7.929720232	8.880162823	8.578224846	8.410608982	7.773256691	7.001709291	7.76370489	8.552362204	6.734004624	8.4951149	8.515258818	7.602941588	6.904688015	8.366517629	6.395861575	7.742348561	8.158341706	6.987930149	8.982452392	8.167693408	8.091634508	7.698870286	7.9137507	8.077262777	8.520735434	7.67949119	8.358833274	9.110538127	7.596299584	8.071387559	7.034923573	6.33428209	6.96892081	6.717504997	7.212491017	8.127716055	7.43044575	7.177670662	6.203027594	7.067070197	6.960958158	7.863563799	8.170046171	7.736763183	6.396918755	7.406014673	6.453924316	6.53062959	7.990861764	6.621603224
2.804396745	3.180628204	3.294170636	2.856059808	2.897705244	3.231559562	2.970938289	2.710793188	2.936950462	2.796982448	2.926299824	2.894609814	3.122643969	2.729506045	3.172733541	3.213584092	2.684331709	2.744230148	2.918176844	2.924757681	2.85960936	3.079148099	3.36340161	2.760918	2.959164629	2.894785229	2.782404943	3.155002473	3.493746775	2.770020136	2.760738252	2.688129155	2.979265133	2.863817242	2.730727131	2.919851905	2.738567428	2.739079486	2.82746783	2.815291873	2.521632067	3.256207471	3.104818399	2.968364315	3.182872031	2.828273711	2.68188903	2.7242062	2.75947909	2.891537695
4.398191575	4.15215323	4.331189345	4.43977612	4.050236936	4.179784387	4.424894196	4.75991394	4.990509403	4.677787017	4.513679205	4.087147709	4.649325162	4.244612313	4.551711499	4.042215762	4.533841963	3.853651389	3.511923402	4.034958366	4.958580821	3.597110824	4.710333597	4.152904262	4.339598964	5.03872843	4.01034643	4.390505704	4.952157979	4.314298127	3.98160918	4.193981643	4.756342824	4.442702359	4.504950988	4.1824745	4.243144542	4.588258066	3.955974582	4.390329977	3.872676643	4.21581707	4.574354018	4.893143076	4.085094684	4.303505549	4.19234832	4.28356754	4.029944491	3.543098601
4.946412979	4.920132457	4.640719513	5.032917278	5.211623478	4.718027079	4.928360722	4.790008501	5.018940683	4.971534658	4.599721832	4.994797048	4.870433528	5.189468615	5.160058374	5.036633781	4.81115887	4.783321056	4.783370791	5.389821078	4.903254904	4.466756399	4.999440007	4.71919351	4.887933732	4.884406399	4.778193634	4.921380848	5.111895268	4.867725895	4.670042097	5.008227794	5.054082988	5.28338296	4.602982944	4.850522194	4.914449674	5.08736543	4.699149969	4.910925249	5.254885202	5.134981892	5.083676566	5.118306719	4.912099369	4.950012907	4.76105642	4.577053914	4.838976173	5.04795447
4.709162042	4.43539502	4.06730885	4.988466425	4.85518021	4.023313008	4.918252088	4.794842081	4.167135953	4.572726735	4.10086597	4.6344145	4.238760993	4.428384956	4.392981492	4.568949421	4.535679761	4.709809312	4.528805	4.600093306	4.462184516	4.656013155	4.855791387	4.70838686	4.189713491	4.94506762	4.766464544	4.725320654	4.665159579	4.65233119	4.013339071	4.505902959	4.147615484	4.228096725	4.458463377	3.931686988	4.731311045	4.410425074	4.243102782	4.584176421	4.271170812	4.868071034	4.845918945	3.948386437	4.618754687	4.468756386	4.783724998	4.466129392	4.6476846	4.72371749
4.518577308	4.42919134	4.28507096	4.53803492	4.725761262	4.099592912	4.294881498	4.117298349	4.871820676	4.451904257	4.462260233	4.507195349	3.799602925	4.019773994	4.31436366	4.203623506	3.836925656	4.481549607	4.377280916	4.382507789	4.780434116	3.864748286	5.292538767	4.343663535	4.639845896	4.413426713	4.31360942	4.371885958	4.625957464	4.353710866	3.998533479	3.623578459	4.60318211	4.358730109	4.192982393	4.305267205	4.213317321	4.124545299	4.263105683	4.391325378	4.555090198	4.924998915	4.735772617	4.743491737	4.755427654	4.137997471	4.305698042	4.648213241	4.753281065	4.084398944
5.889105873	6.1810984	5.88752543	5.857191276	5.858737979	5.997794814	5.776873313	5.485405683	5.741143465	6.273504094	5.71580916	5.363922015	5.854330439	5.45495344	6.152178136	5.78502984	5.86633319	6.001987571	6.15192441	5.339695386	5.894031924	6.249579184	5.837006917	5.835131959	5.97478857	5.03260565	6.26520611	6.175543989	5.899458176	5.566129493	5.837006917	5.868753509	6.314834347	6.002123164	5.784896973	5.867251635	5.448752417	5.152286785	5.207661101	6.37355613	5.616461965	5.844479656	5.987147914	6.168114445	5.639844863	5.822966394	5.85146329	5.23310658	5.454974734	5.398347201
6.530687115	6.661202514	6.648953414	6.884751971	6.76754742	6.374739146	6.423935343	6.951768999	6.481050045	6.825770604	6.269480988	6.443547025	6.403206642	6.693396208	6.661682071	6.504993465	6.502476007	6.442703481	6.787460244	6.939454461	6.645305973	6.750730226	6.53609423	7.003302593	6.549112245	6.676807774	6.742007691	6.806992402	6.593853621	6.738946397	6.386249314	6.629062962	6.437730744	6.474335857	6.45603627	6.238537215	6.174058924	6.412961351	6.544784291	6.264945069	6.386517233	6.835740692	6.621455986	6.221439486	6.479496691	6.819559188	6.512986884	6.490850873	6.470948671	6.276508859
